id,post_message,label,post_message_preproced
2822,"Bác đơn kháng cáo của bị cáo Lê Ngọc Hoàng (tài xế container), giữ nguyên hình phạt 4 năm 6 tháng tù.
[
 ](<URL>)",0,đơn kháng_cáo bị_cáo lê_ngọc hoàng tài_xế container nguyên_hình phạt tù url
2773,Cảnh sát Pháp đã biểu tình hôm 12.6 qua trung tâm Paris để phản đối lệnh cấm sử dụng đòn kẹp cổ và giới hạn những việc được thực hiện trong khi bắt giữ nghi phạm.,0,cảnh_sát pháp biểu_tình hôm_qua trung_tâm paris phản_đối lệnh cấm đòn kẹp cổ giới_hạn bắt_giữ nghi phạm
102,Công thức nào tạo nên thành công trong bóng đá? Hãy cùng gặp gỡ tiền vệ Đỗ Hùng Dũng - QBV Việt Nam 2019 để đi tìm câu trả lời nhé.,0,công_thức thành_công bóng_đá gặp_gỡ tiền_vệ đỗ hùng_dũng qbv việt_nam đi câu trả_lời
1122,"* Từ khi dịch bệnh bùng phát tại Mỹ, nước này đã tiến hành xét nghiệm cho 1 triệu người dân trên cả nước, nhiều hơn bất cứ quốc gia nào. Ngoài ra, các quan chức Mỹ cho biết, nước này đang thảo luận về khả năng đưa ra khuyến cáo người dân đeo khẩu trang ở những khu vực công cộng.

* Tổng thống Indonesia ngày 31/3 tuyên bố tình trạng khẩn cấp về y tế cộng đồng tại nước này, qua đó áp đặt các hạn chế xã hội quy mô lớn theo quy định của Luật Kiểm dịch Y tế.

* Bộ trưởng Quốc phòng Malaysia Ismail Sabri Yaakob khẳng định, nước này sẽ áp dụng các biện pháp cứng rắn hơn trong giai đoạn 2 thực hiện lệnh giới hạn đi lại từ ngày 1-14/4.
Theo đó, tất cả các siêu thị, chợ, cửa hàng thực phẩm và cây xăng sẽ chỉ được hoạt động từ 8-20h hàng ngày. Các phương tiện giao thông công cộng vẫn tiếp tục duy trì khung giờ hoạt động như trong giai đoạn 1, từ 6-10h và 17-22h, trong khi xe taxi và dịch vụ xe điện tử chỉ được phép hoạt động trong khung giờ từ 6 -22h. Bên cạnh đó, các phương tiện vận chuyển hàng hóa khác được khuyến cáo nên hoạt động từ 19h đến 7h sáng hôm sau.
Đáng chú ý, quy định mỗi ô tô chỉ được phép chở 1 người với mục đích mua sắm thực phẩm, thuốc men chính thức được áp dụng trên toàn quốc thay vì khuyến cáo hay áp dụng tại các khu vực trung tâm như trước đây.

* Việt Nam:
- TPHCM tạm dừng mọi hoạt động xe buýt công cộng trên địa bàn từ ngày 1/4/2020 đến hết ngày 15/4/2020.
- Từ ngày 1/4, ngành đường sắt chỉ chạy đôi tàu khách Thống nhất SE3/SE4. Trong khi đó, UBND TP. Đà Nẵng yêu cầu Công ty cổ phần Đầu tư hạ tầng giao thông Đèo Cả dừng hoạt động vận tải hành khách và chở hàng hóa qua hầm Hải Vân.
- UBND TP. Hà Nội yêu cầu toàn thể nhân dân tự giác chấp hành các nội dung chỉ đạo của Thủ tướng. Biện pháp “cách ly” lúc này sẽ có tác dụng rất lớn, có tính chất quyết định đến việc ngăn chặn, không cho dịch lây lan ra cộng đồng.

---
Ảnh: Các quốc gia/vùng lãnh thổ có từ 1.000 ca mắc COVID-19 trở lên.",0,dịch_bệnh bùng_phát mỹ tiến_hành xét_nghiệm triệu người_dân quốc_gia quan_chức mỹ thảo_luận khả_năng khuyến_cáo người_dân đeo khẩu_trang khu_vực công_cộng tổng_thống indonesia tuyên_bố khẩn_cấp tế cộng_đồng áp_đặt hạn_chế xã_hội quy_mô quy_định luật kiểm_dịch_tế bộ_trưởng quốc_phòng malaysia ismail sabri yakob áp_dụng biện_pháp cứng_rắn giai_đoạn lệnh giới_hạn đi_lại siêu_thị chợ cửa_hàng thực_phẩm cây_xăng hoạt_động hàng phương_tiện giao_thông công_cộng duy_trì khung hoạt_động giai_đoạn xe taxi dịch_vụ xe_điện tử phép hoạt_động khung cạnh phương_tiện vận_chuyển hàng_hoá khuyến_cáo hoạt_động hôm quy_định tô phép chở mục_đích mua_sắm thực_phẩm thuốc_men chính_thức áp_dụng toàn_quốc thay_vì khuyến_cáo áp_dụng khu_vực trung_tâm việt_nam tphcm tạm dừng hoạt_động xe_buýt công_cộng địa_bàn ngành đường_sắt chạy đôi tàu thống_nhất se_se ubnd tp đà_nẵng công_ty cổ_phần đầu_tư hạ_tầng giao_thông đèo dừng hoạt_động vận_tải hành_khách chở hàng_hoá hầm hải vân ubnd tp hà_nội toàn_thể nhân_dân tự_giác chấp_hành nội_dung chỉ_đạo thủ_tướng biện_pháp cách_ly tác_dụng tính_chất quyết_định ngăn_chặn dịch lây_lan cộng_đồng ảnh quốc giavùng lãnh_thổ ca mắc covid trở
2122,"Ủy viên Quốc vụ kiêm Ngoại trưởng Trung Quốc Vương Nghị cho rằng, nước này không lợi dụng Covid-19 để bành trướng ở Biển Đông.
#thegioi #TrungQuốc #chủquyềnphipháp #hànhvingangngược #bànhtrướng #BiểnĐông",0,uỷ_viên quốc vụ kiêm ngoại_trưởng trung_quốc vương nghị lợi_dụng covid bành_trướng biển đông thegioi trungquốc chủquyềnphipháp hànhvingangngược bànhtrướng biểnđông
3023,"Theo nhận định của nhiều người, đi dưới trời nắng dễ gặp bất trắc, cũng không khác gì so với khi lái xe trong trời mưa bão hay sương mù, thậm chí có những tính chất nguy hiểm mới. Để tham gia giao thông an toàn trong điều kiện trời nắng nóng, người đi đường cần chú ý những điều sau:",0,nhận_định đi trời nắng bất_trắc lái_xe trời mưa_bão sương_mù tính_chất nguy_hiểm tham_gia giao_thông an_toàn trời nắng_nóng đi đường
818,"[E-CONFERENCE] XOAY CHUYỂN NGHỊCH CẢNH

""E-Conference - Xoay chuyển nghịch cảnh"" là hoạt động đầu tiên trước khi khởi động cuộc thi - chương trình bình chọn Startup VnExpress diễn ra thường niên

Vào 10h ngày 12/5/2020, tại buổi toạ đàm trực tuyến E-Conference về chủ đề “ Blockchain cứu nguy chuỗi cung ứng nông nghiệp thời COVID” sẽ cùng bàn luận về những khó khăn mà ngành nông nghiệp đang mắc phải trong quá trình xuất nhập khẩu và các quy chuẩn về đầu ra trên thị trường quốc tế.

Liệu rằng ứng dụng công nghệ mới như blockchain, logistic sẽ hỗ trợ và “cứu nguy” được gì cho ngành nông nghiệp trong giai đoạn này? Với sự góp mặt của các khách mời là chuyên gia trong ngành sẽ cùng thảo luận và mang lại một góc nhìn khác đối với lĩnh vực nông nghiệp từ đó đưa ra đường hướng giải quyết bài toán nông nghiệp thời COVID.

#StartupViet     ",0,econference xoay_chuyển nghịch_cảnh econference xoay_chuyển nghịch_cảnh hoạt_động khởi_động thi chương_trình bình_chọn startup vnexpres diễn thường_niên toạ_đàm trực_tuyến econference chủ_đề blockchain cứu nguy chuỗi cung_ứng nông_nghiệp thời covid bàn_luận ngành nông_nghiệp mắc xuất_nhập_khẩu quy_chuẩn đầu_ra thị_trường quốc_tế liệu ứng_dụng công_nghệ blockchain logistic cứu nguy ngành nông_nghiệp giai_đoạn góp_mặt mời chuyên_gia ngành thảo_luận góc lĩnh_vực nông_nghiệp đường_hướng giải_quyết bài_toán nông_nghiệp thời covid startupviet
3908,"Trưa 6/4, Bệnh viện (BV) Phụ sản Hà Nội nhận được thông tin bệnh nhân Đào Thị Bao N. (Khu 2, xóm Bảng, Mê Linh, Hà Nội), đang điều trị tại BV là cháu của BN 243.

Ngay sau khi tiếp nhận thông tin, Ban chỉ đạo phòng chống dịch COVID-19 của BV đã thực hiện các phương án xử lý theo đúng hướng dẫn của Bộ Y tế, UBND TP. Hà Nội, Sở Y Tế Hà Nội và CDC Hà Nội, đó là cách ly tạm thời với các đối tượng nguy cơ cao, khử trùng khoa phòng mà bệnh nhân đã đi qua và toàn bộ BV, sàng lọc những người tiếp xúc. Theo đó, có 17 nhân viên y tế, 2 bệnh nhân và 2 người nhà người bệnh là F1 và 46 nhân viên y tế là F2.

Đối với nhân viên y tế phải cách ly, BV tạm thời đưa về cơ sở 2 của BV. Đối với bệnh nhân F1, thực hiện cách ly tại khu vực cách ly của BV.

Sau khi khử trùng, các hoạt động của khoa phòng trở lại bình thường. Đến 11h ngày 7/4, BV nhận được kết quả tất cả nhân viên y tế và bệnh nhân F1 âm tính lần 1 với SARS-CoV-2.

Giám đốc BV Phụ sản Hà Nội Nguyễn Duy Ánh cho biết, BV sẽ đưa bệnh nhân F1 sang cơ sở cách ly theo phân luồng của Sở Y tế. 17 nhân viên F1 tiếp tục cách ly tại cơ sở 2 của BV, đồng thời sẽ thực hiện khử trùng lần 2 toàn BV.

Trước đó, thực hiện chỉ đạo của Bộ Y tế và  UBND TP. Hà Nội, BV Phụ sản Hà Nội đã thực hiện phương án nghỉ và làm việc luân phiên, vì vậy khi có sự việc liên quan đến BN 243, BV đã ngay lập tức có nhân viên bổ sung vào các vị trí phải cách ly, đảm bảo nhân lực không bị thiếu hụt.

BV Phụ sản Hà Nội cũng mong bệnh nhân và người nhà bệnh nhân khi đến thăm khám và điều trị tại BV tuân thủ đúng quy định: Khai báo trung thực các yếu tố dịch tễ; đeo khẩu trang, sát khuẩn tay nhanh khi đến quầy tiếp đón; chấp hành nghiêm túc đo nhiệt độ tại cửa sàng lọc.",0,trưa bệnh_viện bv phụ_sản hà_nội thông_tin bệnh_nhân đào thị bao khu xóm bảng mê_linh hà_nội điều_trị bv cháu bn tiếp_nhận thông_tin ban chỉ_đạo phòng_chống dịch covid bv phương_án hướng_dẫn tế ubnd tp hà_nội sở tế hà_nội cdc hà_nội cách_ly tạm_thời đối_tượng nguy_cơ khử_trùng khoa phòng bệnh_nhân đi toàn_bộ bv sàng_lọc tiếp_xúc nhân_viên tế bệnh_nhân người_nhà người_bệnh nhân_viên_tế nhân_viên_tế cách_ly bv tạm_thời cơ_sở bv bệnh_nhân cách_ly khu_vực cách_ly bv khử_trùng hoạt_động khoa phòng trở_lại bình_thường bv kết_quả nhân_viên_tế bệnh_nhân âm_tính sarscov giám_đốc bv phụ_sản hà_nội nguyễn_duy ánh bv bệnh_nhân cơ_sở cách_ly phân_luồng sở tế nhân_viên cách_ly cơ_sở bv khử_trùng toàn bv chỉ_đạo tế ubnd tp hà_nội bv phụ_sản hà_nội phương_án nghỉ làm_việc luân_phiên bn bv nhân_viên bổ_sung cách_ly nhân_lực thiếu_hụt bv phụ_sản hà_nội mong bệnh_nhân người_nhà bệnh_nhân thăm_khám điều_trị bv tuân_thủ quy_định khai_báo trung_thực yếu_tố dịch_tễ đeo khẩu_trang sát_khuẩn quầy tiếp_đón chấp_hành nghiêm_túc đo nhiệt_độ cửa sàng_lọc
3393,"Chỉ sau 1 ngày có công văn cho học sinh từ THCS trở xuống nghỉ, UBND tỉnh lại có thay đổi để học sinh THPT được nghỉ chung mốc thời gian.

#LaChanVirusCorona",0,công_văn học_sinh thcs trở nghỉ ubnd tỉnh học_sinh thpt nghỉ mốc lachanviruscorona
1628,Mưa sao băng nhân tạo đầu tiên trên hành tinh có thể xảy ra trong thời gian tới khi NASA lên kế hoạch thực hiện biện pháp bảo vệTrái Đất khỏi sự tấn công của một tiểu hành tinh.,0,mưa sao_băng nhân_tạo hành_tinh xảy nasa kế_hoạch biện_pháp bảo vệtrái đất tấn_công tiểu hành_tinh
170,"Ngày 13.3, tại Khu tưởng niệm chiến sĩ Gạc Ma (xã Cam Hải Đông, huyện Cam Lâm, Khánh Hòa), toàn thể lãnh đạo, cán bộ công nhân viên LĐLĐ tỉnh Khánh Hòa tổ chức dâng hương tưởng nhớ các anh hùng liệt sĩ hy sinh trong trận chiến bảo vệ đảo Gạc Ma năm 1988.",0,khu tưởng_niệm chiến_sĩ gạc ma xã cam hải đông huyện cam lâm khánh_hoà toàn_thể lãnh_đạo cán_bộ công_nhân_viên lđlđ tỉnh khánh_hoà tổ_chức dâng hương tưởng_nhớ anh_hùng liệt_sĩ hy_sinh trận chiến bảo_vệ đảo gạc ma
3176,"CẢNH GIÁC VỚI THỦ ĐOẠN THÁO TRỘM PHỤ TÙNG KHI GỬI XE QUANH HỒ HOÀN KIẾM, HÀ NỘI

Điểm nóng của tình trạng này thường xảy ra xung quanh khu vực cửa hàng kem Tràng Tiền. Nhiều nạn nhân đã đưa các bài viết cảnh báo lên mạng xã hội, tuy nhiên, tình trạng xe bị tháo trộm phụ tùng vẫn xảy ra mỗi đêm.

Mỗi chiếc xe sau khi bị tháo trộm dây của hệ thống khởi động sẽ bị các đối tượng trong đường dây theo dõi, khi nạn nhân lấy xe ra, không nổ được máy, các đối tượng liền tiếp cận và đề nghị gọi cứu hộ sửa giúp.

Mục tiêu của các đối tượng lừa đảo là các bạn nữ, đi những chiếc xe Honda Airblade. Với cấu tạo của Honda Airblade thì cục bô bin sườn cấp nguồn điện cao thế cho bugi nằm bên phía tay trái. Chỉ cần thao tác rất nhanh, thò tay vào bên trong khu vực này rút nhẹ, sợi dây điện của bô bin sườn sẽ tuột ra và chiếc xe không thể nào nổ máy được. Hay với xe Honda Vision, cục bô bin sườn nằm phía tay phải và chỉ cần rút ra là xe cũng không thể nổ máy.

Với thủ đoạn như vậy, rất nhiều người dân gửi xe ở phố đi bộ Hồ Gươm hay Tràng Tiền đã bị mất tiền cho các đối tượng lừa đảo.

Ảnh minh họa",0,cảnh_giác thủ_đoạn tháo trộm phụ_tùng gửi xe quanh hồ hoàn_kiếm hà_nội điểm_nóng xảy xung_quanh khu_vực cửa_hàng kem tràng tiền nạn_nhân viết cảnh_báo mạng xã_hội xe tháo trộm phụ_tùng xảy đêm xe tháo trộm dây hệ_thống khởi_động đối_tượng đường_dây theo_dõi nạn_nhân xe nổ máy đối_tượng liền tiếp_cận đề_nghị gọi cứu_hộ sửa giúp mục_tiêu đối_tượng lừa_đảo nữ đi xe honda airblade cấu_tạo honda airblade cục bô bin sườn điện bugi nằm tay_trái thao_tác thò khu_vực rút nhẹ sợi dây_điện bô bin sườn tuột xe không_thể_nào nổ máy xe honda vision cục bô bin sườn nằm tay_phải rút xe nổ máy thủ_đoạn người_dân gửi xe phố đi hồ gươm tràng tiền tiền đối_tượng lừa_đảo ảnh minh_hoạ
180,"Mặc dù có kết quả âm tính với Covid-19 nhưng hiện nay các trường hợp này vẫn tiếp tục cách ly theo dõi sức khỏe đúng quy định.
  ",0,mặc_dù kết_quả âm_tính covid trường_hợp cách_ly theo_dõi sức_khoẻ quy_định
411,"Khi con làm điều gì liệu có biết nghĩ suy cho  cha mẹ? Đến lúc mắc sai lầm cha mẹ phải khổ tâm.
<URL>",0,liệu biết_nghĩ suy cha_mẹ mắc sai_lầm cha_mẹ khổ_tâm url
2420,"Bà con ở TP HCM chú ý nè
Quán bar Buddha ở Thảo Điền, quận 2 và phòng khám FV Sài Gòn ở Võ Thị Sáu, quận 1.
Đây là 2 địa điểm có ca nhiễm Covid đã lui tới.",0,bà_con tp hcm nè quán bar budha thảo điền phòng_khám fv sài_gòn võ thị sáu địa_điểm ca nhiễm covid lui_tới
1900,"Thêm Bệnh nhân thứ 7 tại Việt Nam dương tính với nCoV, đang được cách ly điều trị tại Bệnh viện Bệnh Nhiệt đới <URL> Trong khi đó đã có trường hợp tử vong đầu tiên tại Philipines bên ngoài Trung Quốc. Đừng bỏ lỡ thông tin mới nhất về Corona trong bản tin đặc biệt của Chuyển Động 24h. (Cập nhật tới 12h00, 02/02/2020) #vtv24 #ToanCanhnCoV #Corona #yte24h",0,bệnh_nhân việt_nam dương_tính ncov cách_ly điều_trị bệnh_viện bệnh nhiệt_đới url trường_hợp tử_vong philipines trung_quốc đừng lỡ thông_tin corona chuyển_động cập_nhật vtv toancanhncov corona yte
2788,"Trước tình hình diễn biến phức tạp bởi dịch bệnh Corona tại Hàn Quốc, không trông chờ ỉ nại vào Hàn Quốc, chính phủ Việt Nam đã thành lập đường dây nóng và tổng đài bảo hộ công dân mình (+82<PHONE> và +84981.84.84.84 )  Bất cứ công dân nào ở Hàn Quốc cần trợ giúp đều có thể liên hệ với số điện thoại trên. Nếu tình thế tiếp tục diễn biến phức tạp, nhà nước sẽ xem xét đến phương án di tản người Việt Nam tại HQ về nước, tất nhiên sẽ ""buộc"" họ vào khu cách ly của cơ quan y tế Bộ quốc phòng 14 ngày để  theo dõi giám sát Thủ tướng phát biểu chỉ đạo: Cuộc chiến này không có ai bị bỏ lại. P/s: Các bạn ai có người thân đang lao động và làm việc ở Hàn Quốc thì hãy gửi tin này cho họ để họ biết nhé!",0,tình_hình diễn_biến phức_tạp dịch_bệnh corona hàn_quốc trông_chờ nại hàn_quốc chính_phủ việt_nam thành_lập đường_dây_nóng tổng_đài bảo_hộ công_dân phone công_dân hàn_quốc trợ_giúp liên_hệ điện_thoại tình_thế diễn_biến phức_tạp nhà_nước xem_xét phương_án di_tản việt_nam hq tất_nhiên buộc khu cách_ly cơ_quan_tế quốc_phòng theo_dõi giám_sát thủ_tướng phát_biểu chỉ_đạo cuộc_chiến ps người_thân lao_động làm_việc hàn_quốc gửi
1301,Đám cháy sáng sớm ngày thứ Sáu (5/6) đã phá hủy trung tâm phân phối Nam California (Mỹ) của Amazon. May mắn không có người bị thương.,0,đám cháy thứ_sáu phá_huỷ trung_tâm phân_phối nam california mỹ amazon may_mắn bị_thương
2714,"Chủ tịch Hội đồng thành phố Minneapolis cho biết việc giải thể sở cảnh sát Minneapolis là sự thừa nhận rằng mô hình hiện tại không hiệu quả và kêu gọi cần lắng nghe người dân nhiều hơn, đặc biệt là cộng đồng người da màu.

",0,chủ_tịch hội_đồng thành_phố mineapolis giải_thể sở cảnh_sát mineapolis thừa_nhận mô_hình hiệu_quả kêu_gọi lắng_nghe người_dân cộng_đồng da_màu
3042,"Tất cả đều âm tính lần 2.

[<URL>](<URL>)",0,âm_tính urlurl
2468,"Theo Tiến sĩ Manisha Juthani, một chuyên gia về bệnh truyền nhiễm tại khoa Y Đại học Yale, chỉ dựa vào các triệu chứng, rất khó để phân biệt Covid-19 và cúm mùa.
👉 Theo dõi VnExpress Chuyên trang Ung Thư
     #ChuyêntrangUngthưVnExpress",0,tiến_sĩ manisha juthani chuyên_gia bệnh truyền_nhiễm khoa đại_học yale dựa triệu_chứng phân_biệt covid cúm mùa emoji theo_dõi vnexpres chuyên_trang ung_thư chuyêntrangungthưvnexpres
2909,"Hoan hô các chiến sỹ CSGT, 2912 đồng chí không nhận hối lộ là con số lớn... tuyệt vời ông mặt trời",0,hoan_hô chiến_sỹ csgt đồng_chí hối_lộ con_số tuyệt_vời mặt_trời
282,"Phi công gặp sự cố là Evgeny Mikhailovich, người Nga, do lỗi kỹ thuật bay vào vùng không khí bị nhiễu động...",0,phi_công sự_cố evgeny mikhailovich nga lỗi kỹ_thuật bay không_khí nhiễu động
3726,"DẬP DỊCH KIỂU VIỆT NAM, CHẢ GIỐNG AI MÀ LẠI HIỆU QUẢ Nhân việc Vũ Hán đang bấn loạn với bệnh viêm phổi cấp do nCoV gây ra tôi muốn kể lại câu chuyện người thật, việc thật của Ths. Bs Nguyễn Hồng Hà - nguyên Phó giám đốc Bệnh viện Lâm sàng các bệnh nhiệt đới thuộc BV Bạch Mai. Người mà tôi luôn thần tượng và ngưỡng mộ cả về Tâm, Đức và đặc biệt là Tài năng. Năm 2003 khi dịch SARS bùng phát khắp nơi trên thế giới trong đó có Việt Nam. Phản ứng trên toàn thế giới là cách ly ngay... bệnh nhân vào một khu đặc biệt, nội bất xuất, ngoại bất nhập. Ngoài ra phác đồ điều trị là ko dùng kháng sinh liều cao vì nó ko có tác dụng kháng Virus. Dù rằng những điều này đã viết thành sách và là chuẩn mực dập dịch trên thế giới nhưng bệnh vẫn lây lan rất nhanh và tai hại hơn là nhiều bác sỹ cũng bị lây nhiễm và tử vong trong đó có bs của WHO tại BV Việt Pháp. Những ngày căng thẳng đó Bs. Nguyễn Hồng Hà đang là Trưởng Khoa Cấp cứu của BV Lâm Sàng Các Bệnh Nhiệt Đới nơi tiếp nhận rất nhiều bệnh nhân SARS. Vào dịp đó cuối giờ chiều nào chú Hà cũng lên cty tôi đánh bóng bàn với tôi. Tôi khá lo lắng nên hỏi chú về hướng dập dịch. Chú chia sẻ là chú đã tìm ra hướng dập dịch nhưng hiện đang phải đấu tranh với Ban giám đốc vì nó đi ngược hoàn toàn với hướng dẫn của WHO và các loại sách dạy về dập dịch. Cuối cùng phác đồ và biện pháp của chú đã được đưa vào áp dụng với cam kết chịu trách nhiệm cá nhân của chú rất cao. Lý luận của chú chỉ đơn giản thế này: 1. Không được để bác sỹ và y tá bệnh viện bị lây nhiễm, vì bác sỹ mà nhiễm bệnh lấy ai ra điều trị cho thiên hạ. Muốn ko bị lây nhiễm thì nồng độ Virus do bệnh nhân thải ra trong không khí phải thấp nhất có thể và thời gian tồn tại trong không khí của virus phải thấp nhất có thể. Thế là thay vì đóng kín cửa bệnh viện thì chú ra lệnh mở cửa và mua quạt thổi hết virus ra ngoài cho nồng độ loãng đi. Tắt điều hoà nhiệt độ trong phòng nóng con virus còn xót lại cũng toi trong 10 phút. Vậy là đi ngược với thế giới mà ko bác sỹ hay bệnh nhân nào trong viện bị lây SARS. 2. Y bác sỹ hay bị lây nhiễm virus qua mắt, mũi, miệng nên chú Hà yêu cầu ai cũng phải mang trong người một túi tỏi để nhai dần trong ngày. Việc này có vẻ đông tây y kết hợp một cách rất hiệu quả. Thực tiễn chứng minh ko bác sỹ hay nhân viên y tế nào vào Viện chú bị lây bệnh. 3. Chú Hà lý luận là người bệnh bị SARS ko bị chết vì virus mà chết vì nhiễm khuẩn khi cơ thể bị suy yếu. Do vậy táng kháng sinh liều cao chống nhiễm khuẩn là ổn. Phác đồ này làm 100% bệnh nhân của chú khỏi bệnh và ko có ca nào tử vong. Nghe nói sau đó phác đồ và biện pháp của chú được phổ biến rộng rãi toàn cầu và mang lại hiệu quả cao. Đúng là y tế Việt Nam ta còn có quá nhiều bất cập nhưng đội ngũ Y bác sỹ có Tâm, Tài, Đức như chú Hà vẫn nhiều vô kể. Thật tự hào về chú và nhiều lương y tài đức. Nhân dịp năm mới kính chúc tất cả các y, bác sỹ luôn luôn mạnh khoẻ và chiến thắng mọi thử thách dịch bệnh trên thế giới nhằm cứu vớt chúng sinh. Cầu mong cho nhân dân Vũ Hán và các bệnh nhân nhiễm bệnh nCoV nhanh chóng bình phục và chế ngự được dịch bệnh. Nguồn: Ba Coong Xem thêm",0,dập dịch kiểu việt_nam chả hiệu_quả nhân vũ hán bấn_loạn bệnh viêm phổi ncov câu_chuyện ths bs nguyễn_hồng hà nguyên phó giám_đốc bệnh_viện lâm_sàng bệnh nhiệt_đới bv bạch mai thần_tượng ngưỡng_mộ tâm đức tài_năng dịch sars bùng_phát khắp_nơi thế_giới việt_nam phản_ứng toàn thế_giới cách_ly bệnh_nhân khu nội bất xuất_ngoại bất nhập phác_đồ điều_trị ko kháng_sinh liều ko tác_dụng kháng virus viết thành sách chuẩn_mực dập dịch thế_giới bệnh lây_lan tai_hại bác_sỹ lây_nhiễm tử_vong bs who bv việt pháp căng_thẳng bs nguyễn_hồng hà trưởng khoa cấp_cứu bv lâm_sàng bệnh nhiệt_đới tiếp_nhận bệnh_nhân sars dịp chiều hà cty đánh bóng bàn lo_lắng hướng dập dịch hướng dập dịch hiện đấu_tranh ban giám_đốc đi ngược hướng_dẫn who sách dạy dập dịch phác_đồ biện_pháp áp_dụng cam_kết trách_nhiệm lý_luận đơn_giản thế_này bác_sỹ tá bệnh_viện lây_nhiễm bác_sỹ nhiễm_bệnh trị thiên_hạ ko lây_nhiễm nồng_độ virus bệnh_nhân thải không_khí tồn_tại không_khí virus thay_vì đóng kín cửa bệnh_viện ra_lệnh mở_cửa mua quạt thổi virus nồng_độ loãng đi_tắt điều_hoà_nhiệt_độ phòng nóng virus xót toi phút đi ngược thế_giới ko bác_sỹ bệnh_nhân viện lây sars bác_sỹ lây_nhiễm virus mắt_mũi miệng hà túi tỏi nhai dần đông_tây kết_hợp hiệu_quả thực_tiễn chứng_minh ko bác_sỹ nhân_viên_tế viện lây bệnh hà lý_luận người_bệnh sars ko chết virus chết nhiễm_khuẩn cơ_thể suy_yếu táng kháng_sinh liều chống nhiễm_khuẩn ổn phác_đồ bệnh_nhân bệnh ko ca tử_vong phác_đồ biện_pháp phổ_biến rộng_rãi toàn_cầu hiệu_quả tế việt_nam ta bất_cập đội_ngũ bác_sỹ tâm tài_đức hà tự_hào lương_tài đức kính chúc bác_sỹ mạnh_khoẻ chiến_thắng thử_thách dịch_bệnh thế_giới cứu_vớt chúng_sinh cầu_mong nhân_dân vũ hán bệnh_nhân nhiễm_bệnh ncov nhanh_chóng bình_phục chế_ngự dịch_bệnh cong
2332,Hội đồng xét xử vụ gian lận thi THPT Quốc gia 2018 tại tỉnh Sơn La vẫn quyết định tổ chức phiên tòa như bình thường dù cho nhiều người trong danh sách triệu tập vắng mặt.,0,hội_đồng xét_xử vụ gian_lận thi thpt quốc_gia tỉnh sơn_la quyết_định tổ_chức phiên_toà bình_thường danh_sách triệu_tập vắng_mặt
4018,"Không quản ngại khó khăn, hiểm nguy, sẵn sàng nhận nhiệm vụ lên đường vào bất cứ lúc nào, không kể ngày, đêm.
Đó là khẩu hiệu, cũng là mệnh lệnh từ trái tim của cán bộ y, bác sĩ, kỹ thuật viên của Trung tâm Kiểm soát bệnh tật (CDC) Nghệ An trên chiến tuyến “chống giặc” COVID-19.
",0,quản_ngại hiểm_nguy sẵn_sàng nhiệm_vụ lên_đường ngày_đêm khẩu_hiệu mệnh_lệnh trái_tim cán_bộ bác_sĩ kỹ_thuật_viên trung_tâm kiểm_soát bệnh_tật cdc nghệ_an chiến_tuyến chống giặc covid
2665,"TRUNG QUỐC SẢN XUẤT THÀNH CÔNG VẮC XIN UỐNG NGỪA VIRUS CORONA LÀM TỪ... BÁNH MÌ ______________________________________ Tờ Hoàn Cầu thời báo ngày 25.2 đưa tin Đại học Thiên Tân (Trung Quốc) vừa phát triển thành công vắc xin uống ngừa virus Corona chủng mới (SARS-CoV-2) đang lây lan dịch COVID-19 tại nhiều nước. Vắc xin uống này dùng nấm men Saccharomyces cerevisiae (thường gọi là men bánh mì và dùng trong lên men bánh mì, rượu, bia) làm chất dẫn và protein gai của virus Corona... để sản xuất kháng thể chống COVID-19. Giáo sư Huang Jinhai dẫn đầu nhóm nghiên cứu đã tự uống thử 4 liều và không bị tác dụng phụ nào. Đại học Thiên Tân hiện đang tìm các đối tác phối hợp thử nghiệm lâm sàng và sử dụng rộng rãi. Theo giáo sư Huang, vắc xin uống này có thể kích thích sự miễn dịch màng nhầy nhằm ngăn ngừa lây nhiễm. Vắc xin này cũng hứa hẹn sẽ giúp chữa trị cho các người đã nhiễm virus Corona chủng mới. Thế mà có những người không thèm ăn vài ""mẩu bánh mỳ"" của Việt Nam rồi ngúng nguẩy về nước 🥖🥖🥖 ",0,trung_quốc sản_xuất thành_công vắc_xin uống ngừa virus corona bánh_mì tờ hoàn_cầu thời báo đại_học thiên tân_trung_quốc phát_triển thành_công vắc_xin uống ngừa virus corona chủng sarscov lây_lan dịch covid vắc_xin uống nấm_men sacharomyces cerevisiae gọi men bánh_mì lên_men bánh_mì rượu_bia chất protein gai virus corona sản_xuất kháng_thể chống covid giáo_sư huang jinhai dẫn_đầu nghiên_cứu uống thử liều tác_dụng phụ đại_học thiên tân_hiện đối_tác phối_hợp thử_nghiệm lâm_sàng rộng_rãi giáo_sư huang vắc_xin uống kích_thích miễn_dịch màng_nhầy ngăn_ngừa lây_nhiễm vắc_xin hứa_hẹn giúp chữa_trị nhiễm virus corona chủng thèm mẩu bánh mỳ việt_nam ngúng_nguẩy emoji
