id,num_like_post,num_comment_post,num_share_post,label
3017,14,1,1,1
3018,134,6,7,1
3022,94,266,22,1
3027,18,4,1,1
3050,170,15,2,1
3056,37,6,8,1
3064,263,23,29,1
3067,52,19,18,1
3069,1000,291,2500,1
3070,6400,434,518,1
3076,2000,639,9700,1
3085,43,10,7,1
3094,343,20,847,1
3096,3100,962,2700,1
3110,11,8,2,1
3114,5600,2100,3700,1
3117,48,5,0,1
3118,101,15,1,1
3122,15,64,1,1
3127,848,72,361,1
3133,423,137,358,1
3134,214,25,4,1
3141,23,7,4,1
3160,6,0,3,1
3165,41,16,6,1
3180,147,46,26,1
3182,12000,543,4000,1
3183,536,49,48,1
3184,321,124,61,1
3185,78,9,13,1
3188,4,0,0,1
3191,6200,3200,5700,1
3203,167,38,4,1
3207,14,4,0,1
3209,8,6,0,1
3215,218,241,37,1
3223,8,1,0,1
3236,415,25,419,1
3237,1600,157,547,1
3257,319,28,51,1
3258,3000,259,781,1
3262,53,46,117,1
3263,257,62,136,1
3264,22,4,8,1
3285,18,1,1,1
3290,224,76,63,1
3293,29,0,4,1
3299,6,1,0,1
3301,3,8,0,1
3303,0,0,0,1
3306,329,20,29,1
3308,60,28,122,1
3316,109,19,20,1
3322,32,3,0,1
3328,646,164,5600,1
3356,37,20,6,1
3357,3,0,0,1
3366,45,0,4,1
3369,38,2,3,1
3389,4900,343,838,1
3400,38,44,14,1
3406,23,17,0,1
3411,19,4,3,1
3418,2,0,0,1
3425,4,1,0,1
3426,3700,1000,2400,1
3436,7,1,1,1
3439,348,59,453,1
3441,35,11,0,1
3460,11,0,7,1
3466,2,0,0,1
3467,63,145,2,1
3478,227,13,203,1
3495,3600,848,7400,1
3497,3900,298,3000,1
3506,1300,482,3100,1
3507,1300,141,181,1
3512,38,4,1,1
3514,219,68,37,1
3516,835,295,3500,1
3517,214,19,474,1
3518,979,39,138,1
3520,22,1,3,1
3532,1500,112,2600,1
3550,18,2,2,1
3555,6,0,3,1
3600,68,18,16,1
3607,109,102,395,1
3615,518,127,62,1
3617,97,19,10,1
3620,2900,153,10000,1
3621,58,27,4,1
3623,1300,799,2500,1
3625,14,5,15,1
3633,110,1,304,1
3654,104,11,15,1
3655,66,71,24,1
3657,424,46,35,1
3664,1200,222,2200,1
3666,616,120,165,1
3671,2381,69,44,1
3678,74,31,0,1
3691,62,36,4,1
3712,25,15,1,1
3716,22,257,0,1
3721,187,185,26,1
3748,908,101,364,1
3751,8800,1900,2900,1
3754,835,225,2300,1
3758,434,72,9,1
3765,908,217,5300,1
3770,1100,406,3300,1
3789,2,0,0,1
3803,12,3,1,1
3804,2763,134,50,1
3808,112,23,20,1
3809,278,126,20,1
3811,110,34,8,1
3824,446,160,269,1
3825,21,13,2,1
3829,120,10,0,1
3836,59,16,3,1
3841,47,5,16,1
3854,2800,187,2100,1
3858,2800,2300,5500,1
3866,1000,155,3000,1
3867,23,1,75,1
3884,13,0,1,1
3886,0,0,0,1
3887,27,8,1,1
3893,111,19,5,1
3911,5100,6300,13000,1
3913,2111,91,106,1
3926,3000,529,4700,1
3932,434,128,1600,1
3955,3300,318,1100,1
3967,39,44,4,1
3973,17,13,0,1
3985,1700,29,73,1
3987,224,159,25,1
3989,729,121,89,1
3994,1,1,0,1
3995,10,2,0,1
3997,108,13,26,1
4001,309,58,51,1
4045,20,3,1,1
4057,6,2,0,1
4058,18000,1000,3200,1
4066,3,2,1,1
4067,143,4,21,1
4068,7,1,0,1
4080,94,162,11,1
4083,181,22,11,1
4089,6,0,0,1
4090,8,3,0,1
4093,2,3,0,1
4102,26,0,2,1
4103,5,1,2,1
4120,3,0,0,1
4126,16,1,1,1
4130,83,14,24,1
4143,94,13,112,1
4146,47,59,18,1
4154,3,2,0,1
4168,30,14,4,1
4169,3,2,0,1
4186,478,208,25,1
4193,754,86,2900,1
4197,135,38,22,1
4205,192,20,9,1
4217,2900,77,1100,1
4219,2500,1900,3200,1
4227,190,193,52,1
4228,1700,488,3100,1
4229,2,0,0,1
4235,4,0,0,1
4237,23,0,0,1
4240,26,24,3,1
4243,11,0,0,1
4246,4,1,1,1
4247,132,50,15,1
4263,16,0,0,1
4267,419,88,159,1
4269,38,4,1,1
4272,8,1,3,1
4277,3,1,0,1
4279,6400,236,7900,1
4294,47,9,2,1
4301,30,4,2,1
4303,4400,976,4400,1
4310,78,16,13,1
4314,2500,403,3500,1
4326,262,55,8,1
4332,27,1,8,1
4336,25,5,0,1
4343,4800,436,3100,1
4364,13,5,0,1
4370,3,1,0,1
4371,144,38,87,1
