id,num_like_post,num_comment_post,num_share_post,label
1348,4,0,0,0
1349,290,13,32,1
1350,2,0,0,0
1351,0,0,0,0
1352,105,53,27,1
1353,13,0,2,1
1354,7656,50,0,0
1355,24,5,1,1
1356,0,0,0,0
1357,1,0,0,0
1358,251,216,185,1
1360,5391,48,560,0
1361,1744,2,23,0
1362,1,1,0,0
1363,19000,1300,6100,1
1364,54,1,0,0
1365,1234,5,35,0
1366,2,0,1,0
1367,4700,1500,3400,0
1368,20,8,26,1
1369,2109,12,218,0
1370,24,1,5,0
1371,3,0,0,0
1372,16,12,1,0
1373,7970,16,205,0
1374,186,0,61,0
1375,2,0,0,0
1376,20,8,0,1
1377,0,0,0,0
1378,1772,50,44,0
1379,113,4,4,1
1380,43,7,7,0
1381,46,2,1,0
1382,128,9,2,1
1383,244,2,15,0
1384,581,0,51,0
1385,7,0,1,0
1386,355,15,34,0
1387,118,28,22,0
1388,2000,941,3200,0
1390,6,0,0,0
1391,66,17,1,0
1392,161,28,3,0
1393,172,7,3,0
1394,4708,7,33,0
1395,173,10,27,1
1396,43,0,8,0
1397,10,24,3,1
1398,7,0,0,0
1399,13097,50,1096,0
1400,1,0,0,0
1401,10,0,0,0
1402,35,0,2,0
1403,251,75,53,0
1404,227,3,108,0
1405,3,0,0,0
1406,4,0,0,0
1407,32323,50,3029,0
1408,0,0,0,0
1409,61,44,6,1
1410,90,3,1,0
1411,1,0,0,0
1412,41,11,9,1
1413,13,0,0,0
1414,853,20,2400,1
1415,1,0,0,0
1416,2,1,1,1
1417,7,0,2,0
1419,20,6,1,0
1420,2,0,0,0
1421,3180,47,116,0
1422,166,115,49,0
1423,42,0,8,0
1424,6,1,0,0
1425,1,0,0,0
1426,1,0,0,0
1427,31,159,6,0
1428,205,10,5,1
1429,4,0,1,0
1430,16,0,7,0
1431,3,0,1,0
1432,3272,0,669,0
1433,139,7,27,1
1434,76,15,31,0
1435,17,8,3,1
1436,2,0,0,0
1437,103,1,2,0
1438,45,5,1,0
1439,25,11,2,0
1440,2,0,0,0
1441,0,0,1,0
1442,22,0,1,0
1443,436,19,19,0
1444,145,4,1,0
1445,9,0,0,0
1446,1694,50,112,0
1447,0,0,2,0
1448,28,3,5,0
1449,12,2,0,0
1450,5,0,1,0
1451,10,0,0,0
1452,111,141,14,1
1453,11,11,5,0
1454,1888,50,89,0
1455,10,0,0,0
1456,25,9,9,0
1457,6500,92,494,0
1458,0,0,0,0
1459,46000,607,2700,0
1460,3,1,0,0
1461,73,50,11,0
1462,59,46,1,0
1463,3,18,0,0
1464,259,1,74,0
1465,0,0,0,0
1466,455,8,2,0
1467,6,0,0,0
1468,6,1,0,0
1469,207,125,18,0
1470,23551,50,459,0
1471,1,0,0,0
1472,351,0,69,0
1473,6193,4,357,0
1474,0,0,0,0
1475,18,0,2,0
1476,10,1,0,0
1477,2563,106,110,0
1478,2575,9,49,0
1479,530,38,13,1
1480,284,3,53,0
1481,3,0,0,0
1482,2,0,0,0
1483,74,4,2,0
1484,10202,130,748,0
1485,21,0,1,0
1486,468,35,23,1
1487,74,6,1,1
1488,113,18,18,0
1489,7400,267,2500,0
1490,7200,870,3000,0
1491,175,0,13,0
1492,235,30,24,1
1493,2290,45,55,0
1494,11928,50,85,0
1495,15,1,0,0
1496,5488,50,196,0
1497,325,56,417,1
1498,3,0,1,0
1499,570,0,37,0
1500,85,4,11,0
1501,949,85,182,0
1502,0,0,0,0
1503,689,50,50,0
1504,13,0,0,0
1505,79,2,3,0
1506,3800,899,11000,1
1507,8200,1500,2900,0
1508,12,0,3,0
1509,155,0,6,0
1510,14018,294,725,0
1511,66,2,5,0
1512,187,275,3200,1
1513,4,0,0,0
1514,3618,87,23,0
1515,2,0,0,0
1516,144,38,99,0
1517,7,0,0,0
1518,9,0,0,0
1519,13,0,2,0
1520,7200,921,5200,0
1521,67,8,2,0
1522,10,1,0,0
1523,22,1,1,0
1524,34,0,1,0
1525,216,0,37,0
1526,22,6,8,1
1527,39,3,2,0
1528,8938,48,134,0
1529,3034,42,140,0
1530,101,75,6,0
1531,5485,50,1077,0
1532,1,0,0,0
1533,569,350,1400,1
1534,579,826,4500,1
1536,118,27,48,0
1537,6,3,0,1
1538,2,0,0,0
1539,61,0,5,0
1540,7,3,0,0
1541,91,9,222,1
1542,106,93,15,1
1543,100,13,2,1
1544,53,7,5,0
1545,52,1,11,0
1546,2,0,0,0
1547,3988,40,99,0
1548,75,7,0,0
1549,465,58,167,1
1550,51392,12,4486,0
1551,233,12,24,1
1552,4,0,0,0
1553,1400,471,7000,0
1554,56,19,9,0
1555,69,15,19,0
1556,124,5,46,0
1559,1,0,0,0
1560,3100,734,2100,0
1561,20,0,6,0
1562,18,1,1,0
1563,13000,1100,9100,1
1564,0,0,0,0
1565,10,0,0,1
1566,85,0,4,0
1568,45,1,3,0
1569,402,50,14,0
1570,35,8,0,0
1571,6437,50,786,0
1572,77,17,12,0
1573,30,10,6,0
1574,97,1,15,0
1575,298,10,28,1
1576,16,0,0,0
1577,34000,3500,4000,0
1578,244,17,10,0
1579,473,26,4,0
1580,10,2,0,0
1581,13,14,0,0
1582,3,1,0,0
1583,207,184,13,0
1584,538,6,18,0
1585,10,4,2,0
1586,179,28,1100,1
1587,23,8,4,1
1588,46,20,1,0
1589,173,7,30,0
1590,12382,407,520,0
1591,3,0,0,0
1592,8600,1800,5700,0
1593,4,1,0,0
1594,43,41,6,0
1595,4,0,1,0
1596,294,314,51,1
1597,37,1,11,0
1598,11,0,9,0
1599,3,2,1,0
1600,4153,44,394,0
1601,4,0,0,0
1602,5,0,2,0
1603,7,0,0,0
1604,1,0,0,0
1605,4,1,0,0
1606,5,0,0,0
1607,2,0,0,0
1608,3,0,0,0
1609,3,1,0,0
1610,737,21,83,0
1611,33,2,1,0
1612,5200,578,3500,0
1613,18,3,1,0
1614,11,0,0,0
1615,7082,22,237,0
1616,8,0,0,1
1617,4,0,0,0
1618,40,3,0,0
1619,10833,31,681,0
1620,1989,9,86,0
1621,233,5,13,0
1622,42,0,1,0
1623,35,10,6,0
1624,19000,2600,9000,0
1625,682,13,35,0
1626,284,5,14,0
1627,8,0,0,0
1628,1,0,0,0
1629,6066,50,701,0
1630,2043,32,122,0
1631,928,2500,5200,0
1632,16,7,0,0
1633,2,0,0,0
1634,3312,983,638,1
1635,1,0,0,0
1636,3,0,0,0
1637,86,0,7,0
1638,1268,16,183,0
1639,152,5,11,0
1640,4,1,0,1
1641,4700,2100,3400,0
1642,16,0,1,0
1643,6,1,0,0
1644,17,6,3,0
1645,5,1,0,0
1646,10690,142,284,0
1647,15,2,0,0
1648,5,0,1,0
1649,178,51,7,0
1650,4,0,0,0
1651,29,13,0,1
1652,23,10,0,1
1653,1653,50,184,0
1654,3,1,0,1
1655,34,0,6,0
1656,363,34,7,1
1657,51,14,6,0
1658,24,21,0,0
1659,3,0,0,0
1660,0,0,0,0
1661,2,0,0,0
1662,1402,29,344,0
1663,1282,120,241,1
1664,935,117,35,0
1665,68,19,0,0
1666,14,0,3,0
1667,296,89,78,1
1668,110,8,19,0
1669,8,0,0,0
1670,4,0,1,1
1671,1,0,0,0
1672,5,0,0,0
1673,13,0,0,0
1674,17,14,4,0
1675,37,14,60,1
1676,7252,50,118,0
1677,54,8,0,0
1678,1265,2,72,0
1679,1,0,0,0
1680,373,15,57,0
1681,21,0,1,0
1682,1,0,0,0
1683,159,1,25,0
1684,96,15,21,0
1685,33,8,2,0
1686,7,0,0,0
1687,105,1,3,0
1688,38,5,5,0
1689,3118,0,169,0
1690,942,50,35,0
1691,160,0,4,0
1692,833,50,38,0
1693,19327,50,1439,0
1694,13,0,0,0
1695,7,1,0,0
1696,46,14,4,0
1697,7,1,0,0
1698,251,66,21,1
1699,144,27,8,1
1701,120,31,2,1
1702,32,27,0,0
1703,4,2,0,0
1704,65,6,19,0
1705,7111,50,272,0
1706,3057,50,895,0
1707,10,2,0,0
1708,20000,242,2100,0
1709,12,1,3,0
1710,15,0,0,0
1711,17,1,1,0
1712,2100,49,953,1
1714,9,0,0,0
1715,13,0,0,0
1716,15980,50,1784,0
1717,72,3,6,0
1718,0,0,0,0
1719,9,0,1,1
1720,5,0,0,1
1721,24,2,0,0
1722,1,0,1,0
1723,4,0,0,0
1724,4,0,0,0
1725,137,44,46,0
1726,325,52,69,0
1727,11,4,1,1
1728,9821,50,265,0
1729,54,9,5,0
1730,2100,1500,3000,0
1731,182,2,29,0
1732,1,0,2,0
1733,20,8,10,0
1734,3,0,0,0
1735,125,16,15,0
1736,7,0,1,0
1737,44,8,4,0
1738,6,3,3,0
1739,10,0,0,0
1740,8,4,0,0
1741,24,1,0,0
1742,12000,3500,4600,0
1743,8,0,2,0
1744,13,15,0,1
1745,18,11,2,0
1746,22484,50,1540,0
1747,4000,384,7800,0
1748,43,2,2,0
1749,0,0,0,0
1750,9,7,2,0
1752,2353,20,707,0
1753,8,0,0,1
1754,4100,75,3100,0
1755,7,3,1,0
1756,2089,50,144,0
1757,15000,323,3800,0
1758,6,1,0,1
1759,72,22,13,1
1760,1,0,0,0
1761,6,1,0,0
1762,9,12,0,0
1763,3,0,1,1
1764,7078,36,866,0
1765,89,227,12,1
1766,6200,4000,16000,1
1767,2,0,0,0
1768,1700,1600,4800,0
1769,36,1,0,0
1770,1800,95,2100,0
1771,3,1,1,0
1772,0,0,1,0
1773,92,7,5,0
1774,69,1,5,0
1775,85,249,15,0
1776,7,1,0,0
1777,4,10,0,0
1778,366,34,32,1
1779,4100,602,13000,1
1780,2400,745,2100,0
1781,3800,1200,3300,0
1782,0,0,0,0
1783,4100,1400,2000,0
1784,7,0,0,0
1785,6007,50,1136,0
1786,49,2,0,0
1787,2111,11,46,0
1788,39,0,6,0
1789,5,0,2,0
1790,3,0,1,0
1791,43,6,7,0
1792,30,55,4,0
1793,11000,3100,16000,0
1794,6,0,0,0
1795,5166,50,139,0
1796,104,23,24,0
1797,14,0,2,0
1799,6,0,1,0
1800,5254,50,2685,0
1801,6900,955,2600,0
1802,10701,23,1021,0
1803,343,17,117,0
1804,70,17,7,0
1805,6,1,0,0
1806,1322,50,36,0
1807,135,22,8,1
1808,1,0,0,0
1809,31000,1500,2400,0
1810,6,4,4,0
1811,6700,522,4600,1
1812,615,0,100,0
1813,37,16,0,1
1814,369,5,4,0
1815,2,0,0,0
1816,41,0,0,0
1817,5,0,0,0
1818,329,20,40,0
1819,10,0,0,0
1820,1246,8,4,0
1821,2,0,0,0
1822,198,39,20,1
1823,3,0,0,0
1824,4,2,2,0
1825,114,22,9,0
1826,2,2,0,1
1827,172,61,12,1
1829,840,3,2,0
1830,78,3,14,0
1831,2,0,0,0
1832,43,7,0,0
1833,10000,1000,2200,0
1835,427,0,36,0
1836,1,0,0,0
1837,17000,577,3900,0
1838,1,0,0,0
1839,3,0,0,0
1840,270,9,0,0
1841,3400,7200,15000,0
1842,1100,4100,2600,0
1843,1,0,0,0
1844,774,35,46,0
1845,9,1,1,0
1846,3,0,0,0
1847,125,0,2,0
1848,592,50,5,0
1849,54000,6200,10000,0
1850,16,10,0,0
1851,3000,3400,6700,1
1852,1,0,0,0
1853,10,0,0,0
1854,50,5,0,0
1855,24,2,3,0
1857,5200,238,2100,0
1858,0,0,0,0
1859,3009,94,446,0
1860,13,0,1,0
1861,15,3,8,0
1862,6,31,0,0
1863,29,1,9,0
1864,182,15,1,0
1865,266,2,18,0
1866,26,1,18,0
1867,1243,329,128,1
1868,14,0,2,0
1869,158,12,0,0
1870,847,146,55,0
1871,3800,450,2300,0
1872,7,1,0,0
1873,662,66,93,0
1874,7,0,1,1
1875,0,0,0,0
1876,11,0,0,0
1877,3000,51,2200,0
1878,562,0,50,0
1879,94,13,9,1
1880,1,0,0,0
1881,103,194,39,1
1882,229,9,20,0
1883,29,7,3,0
1884,5421,116,97,0
1885,4952,60,150,0
1886,18,1,1,0
1887,8360,177,1503,0
1888,2,0,0,0
1889,26,2,4,1
1890,3667,50,86,0
1891,2,0,1,0
1892,4,0,0,0
1893,32000,1400,2900,0
1894,76,10,1,0
1895,2,0,0,0
1896,23,6,0,1
1897,48,34,2,1
1898,23,10,0,0
1899,161,27,14,0
1900,30000,1700,23000,0
1901,0,0,0,0
1902,348,54,189,0
1903,2370,50,47,0
1904,2,0,1,0
1905,60049,50,1651,0
1906,94,3,16,0
1907,19,12,2,0
1908,158,6,5,0
1909,201,2,14,0
1910,57,2,4,0
1911,14894,316,528,0
1912,5,0,0,0
1913,10,1,1,0
1914,11295,47,741,0
1915,1,1,0,0
1916,1423,12,31,0
1917,6,0,1,1
1918,2,0,0,0
1919,166,235,50,0
1920,1017,97,53,0
1921,15,0,6,0
1922,2500,1100,3900,0
1923,21,1,4,0
1924,1592283607,4,0,0
1925,21,11,1,1
1926,1834,50,38,0
1927,0,0,0,0
1928,4948,14,105,0
1929,4,0,1,0
1930,227,14,45,1
1931,131,11,0,0
1932,10000,1000,10000,0
1933,1098,17,68,0
1934,24,0,11,0
1935,189,27,24,0
1936,4,1,1,0
1937,771,211,4600,1
1938,4,0,0,0
1939,1,0,1,0
1940,207,15,26,0
1941,16,1,3,0
1943,14,6,1,0
1944,21,0,0,1
1945,10,0,1,0
1946,134,11,7,0
1947,0,0,0,1
1948,560,3,56,0
1949,54000,17000,32000,1
1950,13,0,0,1
1951,3,4,1,0
1952,6,0,0,0
1953,32,0,1,0
1954,716,20,11,0
1955,2,0,0,0
1956,6,0,0,0
1957,9,7,2,0
1958,8334,2,701,0
1959,91000,2600,18000,0
1960,18,0,6,0
1961,14,0,2,0
1963,2783,50,62,0
1964,78,5,0,0
1965,38,31,5,0
1966,0,0,0,0
1967,29,0,5,0
1968,29,11,6,1
1969,29,16,17,0
1970,101,2,3,0
1971,129,2,28,0
1973,4,1,1,1
1974,16,1,0,0
1975,19,10,0,0
1976,176,107,35,0
1977,11922,50,138,0
1978,482,316,300,1
1979,37,0,11,0
1980,11,0,2,0
1981,35,1,0,0
1982,38,4,0,0
1984,1130,0,450,0
1985,27,9,3,1
1986,2,1,0,1
1987,609,44,333,0
1988,47,3,1,0
1989,172,175,37,1
1990,31000,10000,17000,0
1991,45,10,6,0
1992,1900,1100,2900,0
1993,2540,50,206,0
1994,7,0,3,0
1995,3,0,0,0
1996,110,1,9,0
1997,245,15,45,0
1998,111,20,10,1
1999,0,0,0,0
2000,19,0,0,0
2001,0,0,0,0
2002,779,0,124,0
2003,62,8,13,0
2004,2,0,2,0
2005,35000,2000,2200,0
2006,0,3,0,0
2007,357,121,18,1
2008,60172,50,4243,0
2009,7,0,0,0
2010,82,1,5,0
2011,8,0,0,0
2012,4,1,0,0
2013,36,2,10,1
2014,14,0,0,0
2015,11000,1500,3900,0
2016,455,15,133,0
2017,7400,1100,2100,0
2018,30719,50,8382,0
2019,1,0,0,0
2020,4,0,0,0
2021,7,0,0,0
2022,41000,3600,4400,0
2023,4,0,0,0
2024,115,0,0,0
2026,5,0,0,0
2028,8,5,0,0
2029,52,29,4,0
2030,31,0,0,0
2031,0,0,0,0
2032,19,27,0,1
2033,4300,263,2500,0
2034,7,6,0,0
2035,68000,8800,9700,0
2036,3,0,1,0
2037,7800,135,2100,0
2038,13,27,3,0
2039,7891,50,188,0
2040,43,4,4,0
2041,604,14,97,0
2042,4,0,1,0
2043,11,0,0,0
2044,3,0,1,0
2045,38,20,1,0
2046,6619,43,104,0
2047,64,0,6,0
2048,38,4,0,1
2049,39,3,7,0
2050,447,3,9,0
2051,241,9,22,0
2052,214,12,5,1
2053,2618,98,187,0
2054,1,0,0,0
2055,4,0,0,0
2056,562,50,14,0
2057,5,0,0,0
2058,0,0,2,0
2059,4,0,0,0
2060,24,10,4,1
2061,4834,50,2332,0
2062,2,0,0,0
2063,14,4,0,0
2064,4,0,0,0
2065,290,15,3,0
2066,9,0,0,0
2067,6,0,0,0
2068,1198,4,38,0
2069,219,4,23,0
2070,3849,78,198,0
2071,595,0,95,0
2072,0,0,0,0
2073,3500,16,2900,0
2075,108,34,44,0
2076,90,45,2,1
2077,683,29,119,0
2078,122,4,9,0
2079,2,0,0,0
2080,25,6,0,0
2081,35,0,11,1
2082,5,3,0,0
2083,794,7,305,0
2084,1200,174,830,1
2085,32,0,11,0
2086,1,0,0,0
2087,5,0,1,0
2088,6,0,0,0
2089,3600,1100,3200,0
2090,10000,527,5200,0
2091,306,3,82,0
2092,5300,1500,5600,0
2093,18,27,2,0
2094,266,0,71,0
2095,49,8,8,1
2096,10576,1118,4705,0
2097,1,0,1,0
2098,34,17,9,1
2099,5,0,1,0
2100,4,1,0,0
2101,400,92,28,1
2102,3,0,2,0
2103,129,140,17,1
2104,212,14,11,0
2105,10,1,0,0
2106,202,0,37,0
2107,250,29,21,0
2108,9,0,0,0
2109,186,33,20,0
2110,22,4,0,0
2111,1156,1,24,0
2112,433,50,52,0
2113,73,0,12,0
2114,14,4,0,0
2115,62,78,8,0
2116,6766,10,306,0
2117,15,0,3,0
2118,5,0,1,0
2119,4,0,0,0
2120,7,1,0,0
2121,15,5,1,0
2122,183,4,33,0
2123,643,0,59,0
2124,384,25,61,1
2125,2,0,0,0
2126,8,0,3,0
2127,3,0,0,0
2128,77,8,3,0
2129,7,0,1,0
2130,5,2,2,0
2131,19,7,2,0
2132,2555,50,106,0
2133,3,3,0,0
2134,74,5,10,1
2135,0,0,0,0
2136,57000,4900,3000,0
2137,167,159,35,0
2138,2,0,0,0
2139,113,0,9,0
2140,116,106,15,1
2141,11,1,2,0
2142,12,4,0,0
2143,12921,179,960,0
2144,15,7,1,0
2145,104,13,24,0
2146,19,3,47,1
2147,32000,3100,7500,0
2148,3,0,0,0
2149,36386,4689,1481,0
2150,3,0,0,0
2151,221,0,89,0
2152,8,0,0,0
2153,3,2,1,1
2154,15,2,1,0
2155,2,0,0,0
2156,4,0,2,0
2157,1,0,0,0
2158,7,0,0,0
2159,211,20,4,1
2160,35181,50,1997,0
2161,5,0,2,0
2162,251,13,32,0
2164,834,50,47,0
2165,3,0,0,0
2166,3,2,0,0
2167,28,0,4,0
2168,47,0,1,0
2169,181,6,0,0
2170,418,18,29,1
2171,2,0,0,0
2172,41,3,4,0
2173,102,117,38,1
2174,11,0,0,0
2175,53,43,7,1
2176,36,0,2,0
2177,5657,12,325,0
2178,4,2,27,1
2179,84,36,7,0
2180,248,77,163,1
2181,16,4,0,0
2182,5123,3,148,0
2184,52,0,5,0
2185,235,42,7,0
2186,24,1,1,0
2187,0,0,0,0
2188,194,21,1,0
2189,108,10,21,0
2190,658,7,112,0
2191,8,0,0,0
2192,12,1,2,0
2193,1,0,0,0
2194,19,0,2,0
2195,176,24,21,1
2197,448,63,21,0
2198,12,0,0,0
2200,84,35,12,1
2201,5562,103,94,0
2202,196,59,14,1
2203,99,85,92,0
2204,1,0,0,0
2205,236,191,15,0
2206,16,12,5,1
2207,29,3,2,0
2208,2,0,0,0
2209,11,2,0,0
2210,161,4,14,0
2211,358,15,20,0
2212,1170,50,301,0
2213,4,3,3,0
2214,2,2,0,1
2217,13937,50,671,0
2218,2,0,0,0
2219,5,3,1,0
2220,4,3,0,0
2222,26,6,17,0
2223,2,0,0,0
2224,1,2,1,0
2225,160,13,60,1
2226,0,0,0,0
2227,335,3,14,0
2228,3319,50,239,0
2229,11,1,0,0
2230,51,27,2,0
2231,0,0,0,0
2232,109,6,7,0
2233,4,0,0,0
2234,12,16,0,1
2235,1400,396,6700,1
2236,80,13,7,0
2237,2376,11,1439,0
2238,34,19,0,0
2239,68,0,28,0
2240,3,3,1,1
2241,869,187,4900,1
2242,3000,2000,5200,1
2243,40,3,60,0
2244,249,1,41,0
2245,1848,9,53,0
2246,34,2,1,0
2247,60,61,4,1
2249,2,2,0,0
2250,5649,21,304,0
2251,40,21,9,1
2252,56,10,2,0
2253,32,31,3,0
2254,10000,2500,5300,0
2255,58,1,3,0
2256,51,31,9,0
2257,1,0,0,0
2258,3600,714,2300,0
2259,9,0,0,0
2260,15,12,3,0
2261,0,10,138,0
2262,39,25,5,0
2263,39,17,9,0
2264,29,6,3,1
2265,14,0,1,0
2266,1200,1300,5800,1
2267,155,0,33,0
2268,0,0,0,0
2269,379,50,35,0
2270,12000,503,3900,0
2271,158,226,39,1
2272,2136,25,47,0
2273,13000,422,2200,0
2274,0,0,0,0
2275,4048,83,94,0
2276,3708,0,959,0
2277,3033,327,345,0
2278,319,8,26,0
2280,18,3,0,0
2281,6900,1600,3000,0
2282,1942,33,32,0
2283,4,0,1,0
2284,930,12,160,0
2285,11000,1100,3500,0
2286,101,69,6,0
2287,48,5,2,0
2288,10,8,0,0
2289,56,25,6,1
2290,27,1,2,0
2291,17098,316,316,0
2292,15,0,1,0
2293,2,0,0,0
2294,17723,50,1550,0
2295,0,0,0,0
2296,2898,50,142,0
2297,9400,1100,8400,0
2298,1200,97,114,1
2299,6,0,3,0
2300,15,3,1,0
2301,312,6,3,0
2302,81,6,6,1
2303,15,1,3,0
2304,606,11,35,0
2305,589,41,151,0
2307,114,19,2,0
2308,2800,1700,3800,0
2309,62,3,12,0
2310,18,1,0,1
2311,145,0,39,0
2312,38,1,6,0
2313,8,0,3,0
2314,0,0,0,0
2315,0,0,0,0
2316,145,4,12,0
2317,4800,975,2100,1
2318,2000,596,8300,1
2319,28,2,3,0
2320,7,0,1,0
2321,56,60,3,1
2322,617,72,73,1
2323,161,4,32,0
2325,7,0,0,0
2326,5,0,0,0
2329,7,0,0,0
2330,75,3,5,0
2331,148,0,93,0
2332,2708,119,29,0
2333,33,2,2,0
2334,23,17,9,0
2335,3,6,1,0
2336,14,0,0,0
2337,24000,650,2700,0
2338,11,0,1,0
2339,167,2,0,0
2340,33,0,2,0
2341,5957,50,270,0
2342,1200,66,4900,1
2343,4,0,0,0
2344,29000,3800,7700,1
2345,26000,2200,4600,0
2346,473,2,44,0
2347,9,2,0,0
2348,19,0,0,0
2349,53,9,26,1
2351,4,4,1,0
2353,11,1,3,1
2354,2504,6,44,0
2355,2000,201,2700,1
2356,5262,1,75,0
2357,9,1,0,0
2358,2700,640,12000,1
2360,266,322,2300,1
2361,0,0,40,0
2362,2,0,0,0
2363,91,25,23,0
2364,4,0,0,1
2365,28,3,1,0
2366,17988,22,1422,0
2367,4,3,0,0
2368,33,1,7,0
2369,194,54,632,1
2370,33,1,2,0
2371,76,25,5,0
2372,1,0,0,0
2373,63,9,9,0
2374,3400,87,2300,0
2375,16,2,4,1
2376,17642,50,7243,0
2377,81,6,3,0
2378,22,16,1,0
2379,0,0,0,0
2380,809,20,46,0
2381,0,0,1,0
2382,33,0,0,0
2383,3,1,0,1
2384,0,0,0,0
2385,28,6,23,1
2386,16124,623,1471,0
2387,6,2,0,0
2388,12,0,0,0
2389,759,268,2100,0
2390,1,0,0,1
2391,3,1,1,0
2392,17371,50,708,0
2393,14,1,3,0
2394,2,0,0,0
2395,3,0,0,0
2396,14000,1000,8600,0
2398,3100,1600,3000,0
2399,108,12,2,0
2400,556,19,93,0
2401,133,9,8,0
2402,18,7,3,0
2403,488,77,2800,0
2404,5500,636,11000,0
2405,10000,1800,4100,0
2406,3,0,0,0
2407,2500,221,2600,0
2408,2,0,0,0
2409,832,154,67,1
2410,96,4,6,0
2411,423,4,4,0
2413,2600,585,2300,0
2414,0,0,0,0
2415,46,0,1,0
2416,14,1,4,0
2417,64,22,9,0
2418,3,0,1,0
2419,86,8,11,0
2420,0,0,0,0
2421,1179,31,35,0
2422,2535,39,79,0
2423,35,6,2,0
2424,360,0,66,0
2425,12000,1800,3400,0
2426,12,5,0,0
2427,1,0,0,0
2428,30,6,0,0
2429,9,0,0,0
2430,4,0,0,0
2431,11000,239,2100,0
2432,25000,3900,10000,0
2433,78,8,0,1
2434,2000,168,4800,1
2435,1,0,0,0
2436,8654,76,121,0
2437,3,0,0,0
2438,4,2,0,1
2439,29,5,1,0
2440,1,0,0,0
2441,8,1,2,1
2442,6,5,1,0
2443,566,207,9200,1
2444,108,1,1,0
2445,38,33,5,0
2447,56,13,0,0
2448,765,364,2500,0
2449,1,0,0,0
2450,0,0,0,0
2451,11,0,0,0
2452,2401,22,176,0
2453,801,461,2900,1
2454,23286,563,714,0
2455,9,0,0,0
2456,8,0,0,0
2457,3162,30,44,0
2458,261,26,2,0
2459,298,10,28,1
2460,11,1,3,0
2461,49,0,2,0
2462,2,0,0,0
2463,22,5,1,1
2464,3878,31,75,0
2465,2,0,0,0
2466,16,0,0,0
2467,73,2,0,0
2468,30,0,4,0
2469,20,1,1,0
2470,4,0,0,0
2472,37,4,1,0
2473,61,10,7,0
2474,2,0,0,0
2475,5413,291,127,0
2476,215,31,31,0
2477,286,265,44,0
2478,3800,3700,7400,0
2479,26,7,2,0
2480,506,134,85,0
2481,5,0,1,0
2482,115,2,2,0
2483,35,8,0,0
2484,12446,125,321,0
2485,8,0,0,0
2486,21,13,5,0
2487,10,0,0,0
2488,25,6,2,0
2489,9,0,2,0
2490,18,7,4,0
2491,174,13,44,0
2492,72,4,7,1
2493,571,0,94,0
2494,3,0,0,0
2495,123,33,7,0
2496,4,0,0,0
2497,18,1,6,0
2499,3500,1400,4000,0
2500,1800,1200,5000,0
2501,30,2,14,0
2502,1,0,0,0
2503,1,0,0,0
2504,18,2,3,0
2505,567,13,31,0
2506,19,0,1,0
2507,166,4,21,1
2508,6,1,0,0
2509,19000,824,5900,0
2510,194,3,17,0
2511,22,2,2,0
2512,1900,120,3800,0
2513,7,1,1,0
2514,4,2,0,0
2515,17000,433,3300,0
2517,4,0,1,0
2518,272,8,9,0
2519,1100,383,4700,1
2520,25,5,1,1
2521,82,14,10,0
2522,2898,50,142,0
2523,30,0,6,0
2524,8004,29,45,0
2525,77,3,2,0
2526,17,1,4,0
2527,19,0,1,0
2528,1182,29,82,0
2529,1700,418,2600,0
2530,55,5,2,0
2532,33,0,1,0
2533,3,0,1,0
2534,0,0,0,1
2535,4,0,0,1
2536,0,0,0,0
2537,195,5,59,0
2538,19,6,1,0
2539,3,0,0,0
2540,19,1,1,0
2541,0,0,0,0
2542,9,0,1,0
2543,1229,11,19,0
2544,18467,50,3027,0
2545,76,12,17,0
2546,14000,602,3500,0
2547,288,7,15,0
2548,18,1,1,0
2549,19,0,1,0
2551,7200,3,729,0
2552,40,3,2,0
2553,9,0,0,0
2554,1,5,0,0
2555,3,6,11,1
2556,659,81,102,1
2557,53,4,0,1
2559,71,59,19,0
2560,4,0,0,0
2561,90,1,8,0
2563,101,50,9,1
2564,8,0,0,1
2566,80,289,6,0
2567,190,52,50,0
2568,204,36,21,0
2569,15000,3000,4200,0
2570,6068,28,59,0
2571,6600,443,7400,1
2572,3145,50,943,0
2573,14,5,2,0
2574,2,0,0,0
2575,0,0,0,0
2576,7727,152,149,0
2577,204,33,21,0
2578,0,0,0,0
2579,63000,2800,3700,0
2580,2,0,0,0
2581,2,0,0,0
2582,125,21,21,0
2583,2,0,0,0
2584,46,3,8,1
2585,12,2,1,0
2586,1608,13,22,0
2587,18,4,1,0
2588,54,2,3,0
2589,17,22,0,1
2590,15,32,1,1
2591,11,0,0,0
2592,140,31,22,0
2593,1585172827,1276,2,0
2594,51,8,5,1
2595,108,47,25,0
2596,229,33,173,1
2597,39,14,1,1
2598,0,0,0,0
2599,98,11,8,0
2600,4,2,0,0
2601,9,0,0,0
2602,2,0,0,0
2603,0,0,0,0
2604,0,1,0,0
2605,9,0,0,0
2606,1,0,0,0
2607,35,0,24,0
2608,11,1,0,0
2609,1,0,0,0
2610,35323,1,4242,0
2611,2,0,0,1
2612,7,5,11,1
2613,45,5,8,1
2614,92,16,15,0
2615,29,0,2,0
2616,3,5,1,0
2617,3,0,0,0
2618,19,0,2,0
2619,151,1,4,0
2620,36,22,7,0
2621,1,1,0,0
2622,4893,47,100,0
2623,642,125,88,1
