id,post_message,label
1035,"Mẹ liệt sĩ 78 tuổi đạp xe lên xã ủng hộ tiền chống dịch Covid-19 “Tôi là Lê Thị Niệm, sinh năm 1942, tại xã Trung Thành, có nghe lời kêu gọi của Thủ tướng Nguyễn Xuân Phúc 'Chống dịch như chống giặc'. Trong Chiến tranh, gia đình tôi đã hy sinh chồng + con + chị. Trong hòa bình năm 1983, 1984 Nhà nước khó khăn về kinh tế, gia đình tôi cũng hy sinh bán thóc mua công trái. Ngày nay dịch lại đến, tôi tuy đã già rồi không làm được gì, nay con cháu biếu quà, tôi lại cống hiến cho N...hà nước số tiền là 1.000.000 đồng (một triệu đồng). Tuy chưa nhiều nhưng tấm lòng của tôi, mong được ban Lãnh đạo các cấp nhận cho tôi”. Đây là những dòng thư của cụ bà mẹ liệt sĩ 78 tuổi ở thôn Côn Sơn, xã Trung Thành, huyện Nông Cống, tỉnhThanh Hóa. Cụ đã đạp xe lên UB xã và gửi lại bức thư cùng số tiền 1 triệu đồng để ủng hộ phòng chống dịch COVID-19. Xác nhận thông tin trên, ông Đỗ Gia Xuân – Bí thư xã Trung Thành, huyện Nông Cống chia sẻ: “Khoảng 17h ngày 23/3/2020, khi tôi đang chuẩn bị về thì cụ Lê Thị Niệm đến. Cụ đưa cho tôi một phong bì rồi bảo: Nghe lời kêu gọi của Chính Phủ, tôi không có nhiều, chỉ có 1 triệu đồng tiền con cháu mừng tuổi… để góp chút công sức cùng Nhà nước chống dịch. Dù tôi xin ghi nhận tấm lòng của cụ và sẽ nhận một ít để lấy tinh thần, số tiền còn lại xin gửi cụ để dưỡng già nhưng cụ Niệm một mực từ chối. Lúc đấy, tôi thấy khóe mắt mình bỗng cay cay”. Được biết, cụ Lê Thị Niệm hiện ở một mình trong căn nhà cấp 4 ở thôn Côn Sơn. Từ ngày chồng hy sinh, cụ vẫn ở vậy một mình nuôi nấng các con trưởng thành. Theo: <URL> Xem thêm",0
397,"Bệnh nhân 267 là nam, 46 tuổi, xóm Hội, Hạ Lôi, Mê Linh, Hà Nội, là bố của bệnh nhân 257, chồng của bệnh nhân 258, có tiếp xúc gần với bệnh nhân 243 tại nhà ngày 20/3.",0
2608,"[TƯ VẤN TRỰC TUYẾN] ""VẮC XIN CHO NGƯỜI LỚN & GIẢ THUYẾT MIỄN DỊCH CHÉO TRONG BỐI CẢNH ĐẠI DỊCH

Tính tới ngày 10/05/2020, dịch Covid-19 đã khiến:
👉 Hơn 4,1 triệu người nhiễm trên toàn cầu
👉 Trên 280.000 người tử vong
👉 80% ca tử vong rơi vào người lớn tuổi, người có bệnh lý nền kèm theo và người có hệ miễn dịch suy giảm.

🍁Khi tuổi càng cao, hệ miễn dịch tự thân càng bị suy yếu, đồng thời kháng thể từ những mũi chủng ngừa trước đó cũng giảm dần nên người lớn tuổi dễ mắc các bệnh truyền nhiễm nguy hiểm, biến chứng nặng, có thể gây tử vong

🔰Giả thuyết về miễn dịch chéo khi tiêm các vắc xin sống giảm độc lực (như vắc xin Lao, Sởi, Thủy đậu, Sởi-Quai bị-Rubella) giúp bảo vệ khỏi Covid-19 được các nhà khoa học đưa ra như một “cơ hội tuyệt vời” và là tín hiệu đáng mừng vì những lợi ích ưu việt của việc tiêm đầy đủ vắc xin.

TUY NHIÊN, COVID-19 CHƯA PHẢI LÀ TẤT CẢ!
⚡Gánh nặng bệnh tật từ các bệnh nguy hiểm như Sởi, Thủy đậu, Viêm phổi - Viêm màng não do phế cầu khuẩn, Bạch hầu - Uốn ván - Ho gà; Viêm màng não - Nhiễm khuẩn huyết - Viêm màng tim... do não mô cầu khuẩn… vẫn tồn tại mỗi ngày, phần lớn đều chưa có thuốc đặc hiệu để chữa, cho nên tiêm phòng là biện pháp phòng bệnh đơn giản, hiệu quả và tiết kiệm nhất.

🍀Tiêm chủng cho người lớn không chỉ cấp tấm vé hộ thân cho bản thân, gia đình mà còn góp phần tăng miễn dịch cộng đồng. Một cơ thể khỏe và một cộng đồng khỏe giúp bạn tận hưởng cuộc sống chất lượng, an yên và hạnh phúc.

🌵Miễn dịch chéo là gì? Người lớn nên ưu tiên chích ngừa những vắc xin nào trong mùa Covid-19? Nhưng những vắc xin nào người trưởng thành cần được sử dụng? Phụ nữ trước khi mang thai cần chích ngừa những vắc xin gì? Lịch chích ngừa ra sao? Chích ngừa ở đâu tốt nhất? Làm thế nào để nâng cao miễn dịch cộng đồng, bảo vệ bản thân và gia đình khỏi những dịch bệnh nguy hiểm như Covid-19, cúm...?

🌼Mọi thắc mắc xin được gửi về Chương trình giao lưu TƯ VẤN TRỰC TUYẾN: VẮC XIN CHO NGƯỜI LỚN & GIẢ THUYẾT MIỄN DỊCH CHÉO TRONG BỐI CẢNH ĐẠI DỊCH với sự tham gia của 4 CHUYÊN GIA NỔI TIẾNG về Y tế dự phòng và Bệnh truyền nhiễm:
1️⃣ <URL> TRẦN ĐẮC PHU - Nguyên Cục trưởng Cục Y tế Dự phòng, Cố vấn Trung tâm đáp ứng khẩn cấp sự kiện Y tế công cộng Việt Nam - Bộ Y tế
2️⃣ <URL> PHẠM QUANG THÁI - Trưởng Văn phòng Tiêm chủng mở rộng miền Bắc - Viện Vệ sinh dịch tễ Trung ương
3️⃣ BS TRƯƠNG HỮU KHANH - Trưởng khoa Nhiễm - Thần kinh, bệnh viện Nhi đồng I, <URL>
4️⃣ <URL> NGUYỄN HIỀN MINH - Giảng viên bộ môn Miễn dịch - Sinh lý bệnh, Đại học Y Dược <URL>; Phó Giám đốc Y khoa Hệ thống Trung tâm Tiêm chủng cho Trẻ em và Người lớn VNVC

------------------------------------------------------------------------------------
⏰Thời gian: 20h ngày 12/05/2020
🔔Phát sóng trực tiếp trên fanpage <URL> của Báo điện tử VnExpress.

👉Gửi ngay câu hỏi của bạn đến chương trình bằng cách comment tại đây hoặc inbox cho fanpage VNVC - Trung tâm Tiêm chủng Trẻ em và Người lớn để được các chuyên gia tư vấn.

    ",0
3172,"- Bắt đầu từ 0h đêm nay, chấm dứt cách ly tại Bệnh viện Bạch Mai.

 -  Đang trong giai đoạn cần tuân thủ giãn cách xã hội, nhiều người dân vẫn đổ xô ra đường để làm gì?

- Số ca tử vong trên toàn cầu đã vượt mốc 100.000, tăng gấp đôi chỉ trong vòng 1 tuần. WHO đưa ra cảnh báo các nước không vội vàng dỡ bỏ các biện pháp hạn chế phòng chống sự lây lan của dịch COVID-19.

- Nếu khó khăn cứ lấy 1 phần, nếu bạn ổn, xin nhường người khác; địa chỉ ATM gạo miễn phí đầu tiên đã có mặt tại Hà Nội.

  - Ở trong nhà lâu bạn thấy thế nào? Có bí bách lắm không? Hãy tung tăng chân không chạm đất đu trend với BTV ""mặn"" nhất VTV - BTV Việt Hoàng và cùng xem các bác sĩ đang tham gia chống dịch theo trend biến hóa như thế nào nhé!",0
3890,"Liên quan đến vụ tai nạn nghiêm trọng xảy ra tại Thanh Hóa khiến 3 người tử vong, 1 người bị thương, Cơ quan điều tra Công an Thanh Hóa đã tiến hành khởi tố, bắt giam tài xế xe tải để tiếp tục điều tra.",0
4255,"Dự báo thời tiết hôm nay 13/4: Hà Nội mưa rét, Tây Nguyên và Nam Bộ mưa rào và dông",0
2554,"# Báo Mỹ hé lộ bằng chứng ""minh oan"": Phản ứng của WHO với đại dịch không hề chậm trễ như lời cáo buộc?

[Thế giới](<URL>) 20/04/2020 18:44

Chia sẻ2
## (Tổ Quốc) - Các bằng chứng cho thấy WHO không thất bại trong quá trình kết nối thông tin và cũng không cung cấp số liệu sai để ""bảo vệ Trung Quốc"" như nhiều lời chỉ trích từ phía Mỹ.
## **Chuyên gia Mỹ tại WHO**

Theo Washington Post, các quan chức Mỹ và chuyên gia quốc tế cho biết hàng chục nhà nghiên cứu, bác sĩ và chuyên gia y tế Mỹ - trong đó có nhiều người làm việc tại Trung tâm Kiểm soát và Phòng chống Dịch bệnh (CDC) - đã làm việc tại trụ sở của Tổ chức Y tế Thế giới ([WHO](<URL>)) trong thời gian qua.

Khi dịch bệnh [COVID-19](<URL>) bùng phát tại Trung Quốc hồi cuối năm ngoái, những chuyên gia Mỹ này đã cập nhật thời gian thực về tình hình bệnh và tốc độ lây lan của dịch ở Trung Quốc cho chính quyền ông [Trump](<URL>), điều này đi ngược với những cáo buộc mà ông Trump đưa ra trước đó nhằm chỉ trích sự yếu kém của WHO và đòi ngừng cung cấp khoản 500 triệu USD đầu tư cho tổ chức này.

Sự hiện diện của số lượng lớn các chuyên gia Mỹ tại WHO cũng cho thấy rằng WHO không thất bại trong quá trình kết nối thông tin và cũng không cung cấp số liệu sai để ""bảo vệ Trung Quốc"" như nhiều lời chỉ trích từ phía Mỹ.

<URL>",0
1199,Bộ Y tế tiếp tục thông báo xác định được thêm 7 chuyến bay có hành khách mắc Covid-19.,0
517,"Phải khởi tố chứ sao chỉ nhận lỗi?

“Trước đó, sáng ngày 3/5, anh P.V.P (SN 1987, trú thôn Yên Lạc, xã Thạch Thắng huyện Thạch Hà, Hà Tĩnh) cùng một tốp công nhân đến kéo đường dây điện thắp sáng tại thôn Liên Phú, xã Thạch Trung, TP Hà Tĩnh.
Thời điểm này, khi anh P. đang trèo lên cột điện để kéo dây thì bất ngờ cột điện đổ sập, đè vào người khiến nạn nhân tử vong...”",0
942,"Học sinh lớp 9 sẽ có bài giảng trực tuyến các môn Ngữ văn, Toán và Tiếng Anh vào 9h15 hàng ngày; Học sinh lớp 12 sẽ có các môn Ngữ văn, Toán, Vật lý, Hóa học, Sinh học, Lịch sử, Địa lý, Giáo dục công dân và Tiếng Anh vào 14h30, 15h15, và 16h00.",0
4367,"Một vị tướng, một đô đốc lừng lẫy... nay đứng trước vành móng ngựa và trả lời thiếu hiểu biết. Bị cáo Vũ Thị Hoan, khi đứng danh giám đốc ký hợp đồng với quân chủng hải quân là nữ sinh năm thứ nhất, hôm qua, cũng trả lời không biết.",0
2404,"Có những hi sinh mà không phải ai cũng thấu hiểu. Những bác sĩ đã ngày đêm trực chiến vời bệnh dịch để cứu chữa kịp thời cho các bệnh nhâ<URL>ông có thời gian để về nhà.  Cố lên hỡi các y, bác sỹ; tất cả vì công cuộc đẩy lui ""Cô Vid19"" của toàn dân tộc Hãy CHIA SẺ để lan tỏa những hình ảnh này nhé cả nhà.!                      ..... Ngành y cao quý vô cùng ... Mẹ hiền thiên hạ , thủy chung giúp đời . Năm nay dịch đến nhiều nơi Hoành hành thiên hạ , đất trời xót thương  Ngành y vất  vả trăm đường  Chống lại Covid nhiễu nhương hoành hành  Có nhiều bác sỹ lừng danh Lao vào chống dịch , trở thành nạn nhân  Nhiều người quên cả tuổi xuân  Ngày đêm phục vụ không cần giải lao  Tinh thần chống dịch rất cao Được dân ca ngợi , đã vào thơ ca Công lao cống hiến bao la  Cứu nhân độ thế , nhà nhà tôn vinh  Nhiều người quên cả thân mình  Giúp người thập tử nhất sinh trở về   Có nhiều tiến sỹ say mê Trong phòng thí nghiệm quên về nghỉ ngơi Mẹ hiền , y đức cao vời  Ngày đêm dập dịch không lời thở than  Mẹ hiền bất chấp gian nan  Như vàng thử lửa hàng ngàn độ sôi  Loài người tồn tại trên đời  Không thầy không thuốc , đất trời bó tay . Ảnh mạng.  Thơ sưu tầm Xem thêm",0
1643,"Việc triển khai gói hỗ trợ 62.000 tỷ cho lao động bị ảnh hưởng Covid-19 ở Thanh Hóa đã phát sinh nhiều bất cập, người lao động vẫn chưa tiếp cận được.",0
831,Cuộc sống của người dân Thủ đô Hà Nội diễn ra như thế nào trong ngày đầu nới lỏng giãn cách xã hội.,0
2456,"Hỏa hoạn gần Samsung Thái Nguyên, hậu quả thiệt hại rất lớn.
<URL>",0
2778,"Trên tàu gas có thiết bị cảnh báo mà vẫn đam đc là sao
<URL>",0
3934,"Đường vào của đầu nội soi giữa hai thai chỉ vỏn vẹn một mm, bác sĩ phải mổ trong tư thế quỳ để thao tác thuận tiện.
    ",0
3704,"Thời phong kiến thì những kẻ chỉ trích vua và quan lại là tạo phản.

Còn thời của Đảng ta thì luôn hô hào khẩu hiệu “Dân biết, dân bàn, dân làm, dân kiểm tra”, Thủ tướng thì kêu gọi mọi người có tiếng nói phản biện giúp cho các cơ quan quản lý điều chỉnh và hoàn thiện, chính quyền thì mang mác nhân dân, quân đội cũng của nhân dân, xây dựng xã hội theo xu hướng cào bằng, không có giai cấp. Vậy mà hễ nhân dân lên tiếng nói lên những bất cập thì cho là phản động không khác gì cái bẫy thời Nhân Văn - Giai Phẩm.

Với những lập luận vô cùng logic và sắc bén theo quan điểm của Đảng ta thì những kẻ đang chỉ trích Đảng Cộng Hoà và CHÍNH PHỦ do TRUMP nắm quyền thì chắc chắn là bọn có âm mưu lật đổ chính quyền nhân dân. Cần bắt nhốt hết bọn thổ tả đó lại 😀

<URL>

THẾ LỰC LẬT ĐỔ CHÍNH QUYỀN TRÔNG NHƯ THẾ NÀO???",0
578,"45 năm trước, đoàn quân tiến về giải phòng hoàn toàn miền Nam - thống nhất đất nước luôn có khí thế hừng hực tuổi trẻ của những chiến sỹ tuổi 18, đôi mươi.
45 năm sau, đó là những ký ức đáng tự hào nhất trong cuộc đời mỗi người lính.

Và hôm nay, chúng ta sẽ được gặp một người trong số họ để sống lại ký ức hào hùng thủa nào.",0
2825,"Giám đốc WHO khen ""**Việc chỉnh sửa số liệu số người tử vong vì [**COVID-19**](<URL>) tại Trung Quốc hôm 17.4 là ""một nỗ lực thống kê đầy đủ"" của giới chức Vũ Hán""**

**Ôi. từ bao giờ WHO là cơ quan thuộc Trung Quốc thế?**

**<URL>**",0
3145,"Người đàn ông 42 tuổi, có mụn nhỏ trên mũi đã nhiều năm không gây đau đớn, gần đây bỗng phát triển thành khối u.
👉 Theo dõi VnExpress Chuyên trang Ung Thư
     #ChuyêntrangUngthưVnExpress",0
770,"Dự báo thời tiết hôm nay 17/5: Mưa dông mở rộng ở miền Trung, đề phòng lũ, sạt lở đất ở phía Bắc",0
3965,"Các đồng nghiệp của chúng tôi từ báo điện tử <URL> đã ghi lại được những phát biểu này. Một bệnh nhân người nước ngoài xúc động cảm ơn những bác sỹ tại bệnh viện Nhiệt đới TW đã điều trị cho bà khỏi bệnh. Bà là 1 trong 27 bệnh nhân kết thúc điều trị Covid-19 được ra viện sáng nay tại Hà Nội.  P/s: Hãy tin tưởng Việt Nam sẽ đẩy lùi được dịch Covid-19. Tất nhiên, đất nước cần sự chung tay của tất cả các bạn! #VietNamQuyetThangDaiDich #CamOnNhungNguoiHung #Covid19 #stayhome Video: <URL>",0
2864,"Trao đổi với phóng viên bên lề kỳ họp, Bộ trưởng Bộ Nội vụ cho biết, đã yêu cầu địa phương báo cáo về sự việc Chủ tịch UBND tỉnh Quảng Ninh làm Hiệu trưởng Trường Đại học Hạ Long.
    ",0
3750,"Nhóm nghiên cứu đứng đầu bởi tiến sĩ Ravid Straussman từ Khoa Sinh học Phân tử Tế bào của Viện Khoa học Weizmann đã lần lượt phát hiện ra những vi khuẩn lạ sống trong các tế bào ung thư tụy, não, xương, vú, phổi…; cũng như phân loại được các quần thể vi khuẩn độc nhất vô nhị cư ngụ trong từng loại tế bào ung thư.",0
2485,"Công an quận Hà Đông sắp được khen thưởng vụ này rồi, cccm ạ?
Chắc sớm bắt được thôi!
[<URL>](<URL>)",0
1994,"Cùng với việc hoàn thành Cổng dữ liệu và Cổng dữ liệu mở ngành tài nguyên và môi trường (TN&MT), trong năm 2022 Bộ TN&MT sẽ xây dựng và công bố, công khai dịch vụ chia sẻ dữ liệu số.",0
3939,"“Tôi không bao giờ quên những nụ cười ấm áp, chân tình của người Việt Nam cũng như những món ăn đặc sắc của Việt Nam”, Giám đốc Quốc gia World Bank Vietnam nói.",0
3082,"- Hôm nay, Việt Nam tiếp tục phát hiện tới 12 ca mắc COVID-19. Thủ tướng Chính phủ Nguyễn Xuân Phúc đã quyết định nhiều vấn đề quan trọng để ngăn chặn dịch.

- Cũng từ 0h hôm nay, chính thức dừng đưa công dân Việt Nam từ các nước về sân bay Nội Bài

- Bệnh viện Bạch Mai có thể trở thành điểm nóng có nguy cơ lây nhiễm COVID-19.

- Cách ly để phòng chống dịch bệnh và góc nhìn từ hiệu ứng domino của những que diêm cháy

- Mỹ ghi nhận số ca nhiễm mới cao kỷ lục trong 24h qua. Những người Việt Nam đang sinh sống tại đây chia sẻ gì về cuộc sống của mình sau khi WHO dự báo Mỹ là tâm dịch COVID-19?",0
4329,"Một loạt tin mừng, trong số 60 bệnh nhân mắc COVID-19 đang được điều trị tại các cơ sở y tế nhiều bệnh nhân có tình trạng sức khoẻ tốt, chức năng sống được kiểm soát.",0
1023,"Bộ trưởng Nội vụ Australia Peter Dutton cho biết ông đã nhiễm virus SARS-CoV-2, CNA đưa tin.",0
3645,"Sẽ giám sát đặt cược bằng giám sát định danh với người chơi

[<URL>](<URL>)",0
206,"Tính đến 6 giờ ngày 14/5, đã 28 ngày Việt Nam không có ca lây nhiễm trong cộng đồng. 148 ca mắc COVID-19 từ bên ngoài đã được cách ly ngay sau khi nhập cảnh.",0
416,"Theo thông tin mới nhất từ các nhà cung cấp dịch vụ Internet, tuyến cáp AAG đã được sửa chữa xong vào lúc 7 giờ 20 ngày 4/6/2020. Theo đó, 100% lưu lượng trên tuyến cáp này đã được khôi phục.

Tuy nhiên hiện tại, Internet Việt Nam đi quốc tế vẫn chưa thể hoạt động lại bình thường do tuyến cáp quang biển Đông Nam Á-Thái Bình Dương (tuyến cáp Asia Pacific Gateway, gọi tắt là APG) vẫn chưa được sửa xong.

Dự kiến tuyến cáp APG sẽ được sửa hoàn tất vào ngày 11/6.",0
3150,"LỄ TRAO GIẢI CUỘC THI ẢNH KHOẢNH KHẮC BÁO CHÍ

 “Khoảnh khắc báo chí năm 2020” với mục đích tôn vinh những khoảnh khắc báo chí đặc sắc, những tác phẩm ảnh nổi bật trong đời sống báo chí Việt Nam năm 2020.",0
2123,"Một lượng lớn du học sinh, kiều bào, người lao động từ các nước đang đổ về nước vì đại dịch COVID-19. Trong lúc khó khăn nhất, các doanh trại quân đội đã được điều động và trở thành nơi lưu trú an toàn cho người dân.",0
2416,"Bộ trưởng Văn hóa Franck Riester trở thành chính trị gia cao cấp nhất của Pháp bị nhiễm Covid-19.

Bộ trưởng Văn hóa Pháp Franck Riester bị nhiễm virus corona chủng mới, France24 đưa tin.

""Bộ trưởng đã xét nghiệm dương tính với Covid-19 ngày hôm nay sau khi có các triệu chứng của bệnh"", Bộ Văn hóa Pháp cho biết.

Theo Bộ trưởng Y tế Olivier Veran, hiện ông Franck Riester vẫn trong tình trạng sức khỏe tốt và được cách ly tại nhà riêng,

Trước đó, ông Franck Riester đã tham gia nhiều cuộc họp của Hạ viện Pháp, nơi có 5 trường hợp dương tính với Covid-19.

Hôm 9/3, truyền thông cũng xác nhận có 5 nghị sĩ Pháp cùng 1 nhân viên phục vụ trong nhà ăn tại Hạ viện Pháp đã nhiễm Covid-19.

Theo nguồn tin từ Bộ Văn hóa Pháp, Bộ trưởng Franck Riester có thể bị lây nhiễm virus từ một trong 5 nghị sĩ này. Tuy nhiên, ông Riester đã không gặp Tổng thống Pháp Emmanuel Macron trong nhiều ngày.


  ",0
108,"Các nhà khoa học Mỹ hôm 16/3 bắt đầu thử nghiệm vaccine ngừa virus SARS-CoV-2 trên người.

Jennifer Haller, 43 tuổi là người đầu tiên được tiêm mũi tiêm này tại Viện Nghiên cứu y tế Kaiser Permanente Washington ở Seattle.

Haller cùng 3 người khác là những người đầu tiên được tiêm các mũi thử nghiệm vào ngày 16/3. Họ sẽ được tiêm mũi thứ 2 sau 30 ngày nữa.

Sau khi rời phòng tiêm, Haller nói cô cảm thấy rất ổn.

Vaccine mà Haller và những người còn lại được tiêm là sản phẩm do Viện Y tế Quốc gia Mỹ (NIH) và công ty Moderna Therapeutics nghiên cứu và phát triển.

Dự kiến sẽ có tổng cộng 45 tình nguyện viên tham gia vào các nghiên cứu để chứng minh loại vaccine có tên mRNA-1273 này có an toàn và hiệu quả hay không.

Tiến sĩ Anthony Fauci, Giám đốc Viện Dị ứng và Bệnh truyền nhiễm Quốc gia cho biết, việc điều chế vaccine thử nghiệm trong thời gian kỷ lục là bước đầu tiên quan trọng trong nỗ lực tìm ra giải pháp cho dịch Covid-19 hiện nay.

Tuy nhiên, ngay cả khi thử nghiệm thành công, phải chờ ít nhất 12 tới 18 tháng để vaccine được đưa vào sử dụng rộng rãi.


  ",0
4320,"Chín người Hàn Quốc đã bị truyền máu của người nhiễm COVID-19, khi người này hiến máu trước khi có kết quả dương tính.

Theo tờ The Strait Times, ngày 9-3, một viên chức Hàn Quốc nhiễm COVID-19 đã từng tham gia hiến máu. Sự việc này diễn ra hơn một tuần trước khi người này có kết quả dương tính với virus này.

Bệnh nhân trên ở thành phố Daegu, vốn là tâm dịch COVID-19 tại Hàn Quốc, đã có những triệu chứng nhiễm bệnh sau khi hiến máu ngày 13-2. Bệnh nhân này sau đó đã được xét nghiệm dương tính với COVID-19 vào ngày 23-2.

Đây không phải là trường hợp đầu tiên sự việc như trên diễn ra, khi trước đó đài truyền hình KBS cũng đưa tin có tổng cộng sáu người đã hiến máu trong vòng hai tuần trước khi phát hiện nhiễm dịch.

Mặc dù số máu trên đã được thu hồi, song một nửa số đó đã được truyền cho chín người nhận, theo KBS.

Theo Cục Quản lý thực phẩm và Dược phẩm Mỹ (FDA), các loại virus hô hấp thường không lây qua đường máu và đến hiện tại vẫn chưa ghi nhận trường hợp nào bị nhiễm COVID-19 khi truyền máu từ người nhiễm.

Tuy nhiên, về lý thuyết khả năng lây nhiễm qua đường truyền máu vẫn tồn tại.

Vì thế, FDA khuyến cáo việc sàng lọc người hiến máu và không nhận máu từ những người đến vùng dịch COVID-19; có tiếp xúc gần với người nhiễm và nghi nhiễm; hay từ người đã nhiễm hoặc có nguy cơ nhiễm dịch.

Tổ chức này cũng đề nghị các cơ sở hiến máu thu hồi mẫu máu của người hiến, nếu người này phát hiện nhiễm dịch trong vòng 28 ngày trước hoặc sau khi hiến.

Theo báo Pháp Luật thành phố Hồ Chí Minh
    ",0
2090,"< Hãy đóng góp vì đất nước rồi hãy đi ngủ nhé ^^ > 00h 00 ngày 28/3/2020 Thời khắc quan trọng của cuộc chiến đẩy lui dịch bệnh Covid 19.... Mong các bạn có thể chia sẻ stt này đến đông đảo cộng đồng, người thân, gia đình và xã hội, vì hai tuần sắp tới đây sẽ là thời điểm mấu chốt cho việc ngăn chặn dịch bệnh. Phát biểu tại cuộc họp Thường trực Chính phủ về phòng chống dịch bệnh COVID-19, ngày 26/3, Thủ tướng nêu rõ: Chúng ta có 2 tuần để hành động và virus sẽ lây lan nhanh hơn hành động của chúng ta nếu chúng ta không triển khai phòng chống kịp thời, quyết liệt. Thời gian thực hiện các biện pháp là từ 0h ngày 28/3/2020, trong một tuần hoặc vài tuần và sẽ xem xét cụ thể sau. 1. Hãy kêu gọi mọi người không tụ tập đông người, không ra đường nếu không thực sự cần thiết.  2. Hãy nhắc nhở bạn bè của bạn ra đường bắt buộc phải đeo khẩu trang.  3. Đừng kỳ thị những người đang tự cách ly. Họ là những người tuân thủ tự giác rồi. Với gần 50.000 người đang tự cách ly, họ có thể là bạn bè người thân của bạn. Hãy động viên họ.  4. Hãy nhắc bạn bè rửa tay thường xuyên và giữ khoảng cách tối thiểu 1 mét đến 2 mét khi đi chợ, xếp hàng. 5. Khai báo y tế, kêu gọi bạn bè khai báo y tế với các trường hợp nhập cảnh từ 8/3 đến nay. 6. Đừng đi đâu cả. Hãy ở yên trong nhà tránh làm xáo trộn nỗ lực chống dịch của Chính phủ và Bộ y tế. 7. Hãy kêu gọi đóng góp tài chính cho cuộc chiến này. Đó là tấm lòng. 8. Đừng share những tin tức gây hoang mang dư luận khiến chính những người thân của bạn cũng âu lo theo. 9. Đừng nghi ngờ bất kể sự tử tế nào hay những người đóng góp cho cuộc chiến. Bất kể thế nào họ cũng đang HÀNH ĐỘNG chứ không phải chỉ nói suông. 10. Giữ cho chính bản thân bạn sự BÌNH TĨNH vì bạn bình tĩnh bạn sẽ mạnh mẽ để người thân của bạn yên tâm hơn. Mong chúng ta sẽ cùng nhau vượt qua khó khăn này, Hà Nội của tôi cũng sớm trở lại yên bình ❤️ ",0
2036,"Microsoft đang triển khai tính năng mới, chặn “reply-all” trong Office 365 và Exchange Online. Tính năng này được thiết kế nhằm ngăn chặn các cơn bão email đổ bộ không cần thiết vào hộp thư đến của người dùng.",0
4005,"Thảo mua một tờ vé số của bà cụ rồi cướp túi xách bên trong có nhiều tài sản, xong chạy về phòng trọ lẩn trốn. Nữ quái này bị bắt sau 3 ngày gây án.",0
2606,Tổng cộng 108 tình nguyện viên đến từ Vũ Hán đã được tiêm vắc-xin thử nghiệm đầu tiên phòng ngừa Covid-19 do Quân y Trung Quốc phối hợp với một hãng dược phẩm trong nước phát triển.,0
